invoice_id,subscription_id,customer_id,plan_tier,invoice_month,invoice_amount,total_paid,max_days_to_pay,payment_issue_type,amount_outstanding
111450,34080,34080,Starter,2025-12-01,29,29.0,32.0,Late Payment,0.00
152881,46504,46504,Growth,2025-12-01,79,79.0,35.0,Late Payment,0.00
169552,13412,13412,Starter,2025-12-01,29,29.0,35.0,Late Payment,0.00
172040,19987,19987,Growth,2025-12-01,79,79.0,44.0,Late Payment,0.00
76412,23160,23160,Growth,2025-12-01,79,79.0,38.0,Late Payment,0.00
125197,38360,38360,Starter,2025-12-01,29,29.0,40.0,Late Payment,0.00
183211,21201,21201,Starter,2025-12-01,29,29.0,38.0,Late Payment,0.00
134066,40966,40966,Growth,2025-12-01,79,79.0,43.0,Late Payment,0.00
149612,45541,45541,Business,2025-12-01,199,199.0,31.0,Late Payment,0.00
129119,39513,39513,Growth,2025-12-01,79,79.0,44.0,Late Payment,0.00
169360,13003,13003,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
125646,38495,38495,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
38586,11510,11510,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
177711,36233,36233,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
101165,31088,31088,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
182955,4831,4831,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
120471,36816,36816,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
82637,25240,25240,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
63428,19058,19058,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
160426,48744,48744,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
35842,10710,10710,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
126297,38656,38656,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
18399,5550,5550,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
178597,38330,38330,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
72953,22014,22014,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
69559,20875,20875,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
42822,12720,12720,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
86467,26479,26479,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
19643,5967,5967,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
140386,42848,42848,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
104509,31980,31980,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
53937,16154,16154,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
128896,39441,39441,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
170228,14979,14979,Business,2025-12-01,199,0,NULL,Unpaid,199.00
127391,38995,38995,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
82850,25296,25296,Business,2025-12-01,199,0,NULL,Unpaid,199.00
173205,23464,23464,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
163445,49661,49661,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
137280,41869,41869,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
105288,32278,32278,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
176969,34039,34039,Starter,2025-12-01,19,0,NULL,Unpaid,19.00
39463,11735,11735,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
107207,32937,32937,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
83866,25669,25669,Business,2025-12-01,199,0,NULL,Unpaid,199.00
137813,42021,42021,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
52231,15639,15639,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
128641,39379,39379,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
49792,14927,14927,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
182019,47547,47547,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
183432,35041,35041,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
82289,25134,25134,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
152782,46467,46467,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
125357,38401,38401,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
105766,32451,32451,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
11579,3672,3672,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
24476,7433,7433,Business,2025-12-01,199,0,NULL,Unpaid,199.00
138374,42178,42178,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
108153,33237,33237,Business,2025-12-01,199,0,NULL,Unpaid,199.00
127817,39104,39104,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
88844,27241,27241,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
11146,3504,3504,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
26030,7896,7896,Business,2025-12-01,199,0,NULL,Unpaid,199.00
143015,43533,43533,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
61976,18577,18577,Business,2025-12-01,199,0,NULL,Unpaid,199.00
89852,27576,27576,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
156497,47558,47558,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
109022,33429,33429,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
164562,137,137,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
138691,42275,42275,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
83896,25677,25677,Business,2025-12-01,199,0,NULL,Unpaid,199.00
35039,10516,10516,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
110930,33939,33939,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
151071,45938,45938,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
92813,28499,28499,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
147046,44774,44774,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
54104,16186,16186,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
102327,31400,31400,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
155712,47354,47354,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
6335,2112,2112,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
13522,4196,4196,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
165113,1672,1672,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
4118,1319,1319,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
88054,26949,26949,Business,2025-12-01,199,0,NULL,Unpaid,199.00
104714,32067,32067,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
100677,30906,30906,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
128324,39265,39265,Business,2025-12-01,199,0,NULL,Unpaid,199.00
20278,6211,6211,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
70398,21104,21104,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
57468,17120,17120,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
177807,36581,36581,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
92471,28348,28348,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
166080,3907,3907,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
8179,2662,2662,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
23786,7225,7225,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
79544,24218,24218,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
42546,12652,12652,Business,2025-12-01,199,0,NULL,Unpaid,199.00
169275,12789,12789,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
127662,39054,39054,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
171488,18448,18448,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
166778,5851,5851,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
135557,41362,41362,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
46634,13858,13858,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
19407,5906,5906,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
170067,14460,14460,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
88490,27091,27091,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
172384,20900,20900,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
170866,16822,16822,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
37659,11266,11266,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
159017,48265,48265,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
148898,45273,45273,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
37907,11322,11322,Growth,2025-12-01,89,0,NULL,Unpaid,89.00
78688,23940,23940,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
154090,46807,46807,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
31481,9416,9416,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
161443,49016,49016,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
74839,22653,22653,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
179486,40451,40451,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
143811,43804,43804,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
181416,46016,46016,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
23340,7139,7139,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
172278,20739,20739,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
65597,19777,19777,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
160093,48623,48623,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
63473,19063,19063,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
15950,4932,4932,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
146518,44617,44617,Business,2025-12-01,199,0,NULL,Unpaid,199.00
44371,13211,13211,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
6942,2241,2241,Business,2025-12-01,199,0,NULL,Unpaid,199.00
35470,10604,10604,Business,2025-12-01,199,0,NULL,Unpaid,199.00
170602,15890,15890,Growth,2025-12-01,69,0,NULL,Unpaid,69.00
47589,14152,14152,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
170218,14917,14917,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
131422,40219,40219,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
24824,7556,7556,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
130391,39900,39900,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
96587,29650,29650,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
102615,31486,31486,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
42200,12527,12527,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
6016,1972,1972,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
181655,46673,46673,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
97950,30011,30011,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
19918,6071,6071,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
88598,27151,27151,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
140234,42821,42821,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
41608,12328,12328,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
99090,30389,30389,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
2415,780,780,Business,2025-12-01,199,0,NULL,Unpaid,199.00
75823,22990,22990,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
36219,10799,10799,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
145916,44406,44406,Business,2025-12-01,199,0,NULL,Unpaid,199.00
79977,24352,24352,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
125348,38387,38387,Business,2025-12-01,199,0,NULL,Unpaid,199.00
47923,14285,14285,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
84749,25908,25908,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
40478,12034,12034,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
79471,24206,24206,Business,2025-12-01,199,0,NULL,Unpaid,199.00
21077,6457,6457,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
171642,18766,18766,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
95597,29340,29340,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
170933,16872,16872,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
138815,42333,42333,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
183279,25184,25184,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
148810,45231,45231,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
179719,41215,41215,Growth,2025-12-01,69,0,NULL,Unpaid,69.00
126675,38790,38790,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
105808,32465,32465,Business,2025-12-01,199,0,NULL,Unpaid,199.00
124471,38133,38133,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
61164,18241,18241,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
115965,35592,35592,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
19550,5944,5944,Starter,2025-12-01,39,0,NULL,Unpaid,39.00
112705,34452,34452,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
82039,25065,25065,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
154799,47049,47049,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
1156,370,370,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
68607,20645,20645,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
139106,42436,42436,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
80811,24695,24695,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
135190,41254,41254,Business,2025-12-01,199,0,NULL,Unpaid,199.00
142011,43300,43300,Starter,2025-12-01,39,0,NULL,Unpaid,39.00
111549,34116,34116,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
59499,17659,17659,Business,2025-12-01,199,0,NULL,Unpaid,199.00
120816,36914,36914,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
183473,37897,37897,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
78560,23902,23902,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
152456,46387,46387,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
103783,31815,31815,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
10921,3447,3447,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
177997,37015,37015,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
138022,42069,42069,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
119060,36505,36505,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
106132,32561,32561,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
22834,6963,6963,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
3476,1125,1125,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
88384,27047,27047,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
57908,17200,17200,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
95678,29368,29368,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
42332,12578,12578,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
76504,23209,23209,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
155119,47131,47131,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
92150,28267,28267,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
15629,4780,4780,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
9858,3168,3168,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
10076,3224,3224,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
93289,28653,28653,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
74861,22658,22658,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
180387,42810,42810,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
15494,4737,4737,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
451,183,183,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
163902,49833,49833,Business,2025-12-01,199,0,NULL,Unpaid,199.00
145209,44217,44217,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
73590,22252,22252,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
150364,45737,45737,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
54676,16349,16349,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
50311,15114,15114,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
106808,32836,32836,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
776,244,244,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
45521,13504,13504,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
75603,22909,22909,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
44956,13345,13345,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
32778,9820,9820,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
65629,19786,19786,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
57078,17030,17030,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
143473,43676,43676,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
8521,2756,2756,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
23816,7231,7231,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
143033,43541,43541,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
19324,5871,5871,Growth,2025-12-01,89,0,NULL,Unpaid,89.00
175598,29594,29594,Business,2025-12-01,199,0,NULL,Unpaid,199.00
33413,10019,10019,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
104844,32106,32106,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
141185,43094,43094,Starter,2025-12-01,19,0,NULL,Unpaid,19.00
53511,16032,16032,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
107491,33052,33052,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
166050,3765,3765,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
30262,9019,9019,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
35738,10689,10689,Starter,2025-12-01,19,0,NULL,Unpaid,19.00
50280,15096,15096,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
167329,7772,7772,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
60665,18055,18055,Business,2025-12-01,199,0,NULL,Unpaid,199.00
34661,10393,10393,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
96121,29500,29500,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
115986,35602,35602,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
132952,40657,40657,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
85870,26226,26226,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
123790,37909,37909,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
152326,46357,46357,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
136286,41594,41594,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
26719,8104,8104,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
48395,14461,14461,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
56978,17007,17007,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
170121,14643,14643,Business,2025-12-01,199,0,NULL,Unpaid,199.00
183281,25330,25330,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
88660,27190,27190,Business,2025-12-01,199,0,NULL,Unpaid,199.00
31436,9401,9401,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
53800,16120,16120,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
74153,22439,22439,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
157448,47806,47806,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
17700,5401,5401,Business,2025-12-01,199,0,NULL,Unpaid,199.00
168908,11759,11759,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
11799,3745,3745,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
155997,47437,47437,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
62879,18887,18887,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
73821,22340,22340,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
8411,2720,2720,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
156762,47617,47617,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
31907,9510,9510,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
1968,642,642,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
127,54,54,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
158324,48016,48016,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
34281,10243,10243,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
18158,5505,5505,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
137777,42017,42017,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
134251,40996,40996,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
18640,5622,5622,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
93050,28577,28577,Business,2025-12-01,199,0,NULL,Unpaid,199.00
160859,48862,48862,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
63518,19079,19079,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
168878,11743,11743,Business,2025-12-01,199,0,NULL,Unpaid,199.00
28866,8644,8644,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
50390,15143,15143,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
45839,13566,13566,Business,2025-12-01,199,0,NULL,Unpaid,199.00
37998,11338,11338,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
83744,25642,25642,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
13925,4274,4274,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
10574,3365,3365,Business,2025-12-01,199,0,NULL,Unpaid,199.00
183301,26521,26521,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
88196,26991,26991,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
118703,36362,36362,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
61311,18292,18292,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
8809,2886,2886,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
130549,39954,39954,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
5956,1960,1960,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
22153,6782,6782,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
41730,12385,12385,Business,2025-12-01,199,0,NULL,Unpaid,199.00
86295,26401,26401,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
183553,43390,43390,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
6669,2197,2197,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
79552,24223,24223,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
58323,17362,17362,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
182561,49189,49189,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
77357,23438,23438,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
50579,15215,15215,Growth,2025-12-01,69,0,NULL,Unpaid,69.00
68209,20542,20542,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
92740,28464,28464,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
160317,48720,48720,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
162424,49312,49312,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
173389,23822,23822,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
86006,26280,26280,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
148262,45099,45099,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
143841,43816,43816,Business,2025-12-01,199,0,NULL,Unpaid,199.00
95664,29364,29364,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
28916,8654,8654,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
67350,20275,20275,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
30930,9191,9191,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
147789,44986,44986,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
51695,15492,15492,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
161688,49074,49074,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
16155,4966,4966,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
150511,45755,45755,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
5229,1700,1700,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
149042,45321,45321,Business,2025-12-01,189,0,NULL,Unpaid,189.00
106769,32819,32819,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
139518,42593,42593,Business,2025-12-01,199,0,NULL,Unpaid,199.00
159364,48385,48385,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
19158,5808,5808,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
77634,23560,23560,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
71852,21591,21591,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
151675,46113,46113,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
69588,20880,20880,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
63172,18959,18959,Business,2025-12-01,199,0,NULL,Unpaid,199.00
170194,14763,14763,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
128789,39427,39427,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
172107,20287,20287,Business,2025-12-01,199,0,NULL,Unpaid,199.00
80392,24484,24484,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
167988,9362,9362,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
121989,37315,37315,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
98485,30178,30178,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
144270,43952,43952,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
136986,41805,41805,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
150690,45819,45819,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
146645,44646,44646,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
142903,43511,43511,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
48957,14629,14629,Business,2025-12-01,199,0,NULL,Unpaid,199.00
102755,31534,31534,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
18429,5554,5554,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
179519,40504,40504,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
158071,47943,47943,Starter,2025-12-01,19,0,NULL,Unpaid,19.00
24871,7577,7577,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
118301,36244,36244,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
37525,11222,11222,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
114227,34925,34925,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
162817,49466,49466,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
151891,46190,46190,Business,2025-12-01,199,0,NULL,Unpaid,199.00
48863,14607,14607,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
48523,14497,14497,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
68925,20706,20706,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
155947,47426,47426,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
61412,18341,18341,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
183081,12929,12929,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
174113,25675,25675,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
13064,4105,4105,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
5666,1864,1864,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
73486,22228,22228,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
22863,6989,6989,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
74811,22632,22632,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
115492,35377,35377,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
170754,16467,16467,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
