payment_id,invoice_id,customer_id,payment_date,payment_amount,payment_status,days_to_pay,payment_method
9443,9546,3079,2024-06-12,29.0,paid,11.0,ach
9444,9547,3079,2024-07-13,29.0,paid,12.0,wire
9445,9548,3079,2024-08-03,29.0,paid,2.0,ach
9446,9549,3079,2024-09-15,29.0,paid,14.0,card
9447,9550,3079,2024-10-07,29.0,paid,6.0,card
9448,9551,3079,2024-11-30,29.0,paid,29.0,card
9449,9552,3079,2024-12-18,29.0,paid,17.0,ach
9450,9553,3079,2025-01-16,29.0,paid,15.0,card
9451,9554,3079,2025-02-26,29.0,paid,25.0,card
9452,9555,3079,2025-03-22,29.0,paid,21.0,wire
9453,9556,3079,2025-04-25,29.0,paid,24.0,card
9454,9557,3079,2025-05-13,29.0,paid,12.0,ach
9455,9558,3079,2025-06-11,29.0,paid,10.0,card
9456,9559,3079,2025-07-31,29.0,paid,30.0,card
9457,9560,3079,2025-08-10,29.0,paid,9.0,card
9458,9561,3079,2025-09-12,29.0,paid,11.0,wire
9459,9562,3079,2025-10-29,29.0,paid,28.0,wire
9460,9563,3079,2025-11-26,29.0,paid,25.0,card
9461,9564,3079,2025-12-08,29.0,paid,7.0,card
9462,9565,3079,,0.0,unpaid,,
9463,9566,3079,2026-03-01,29.0,paid,28.0,wire
9464,9567,3079,2026-03-29,29.0,paid,28.0,ach
9465,9568,3079,2026-04-18,29.0,paid,17.0,card
9466,9569,3079,2026-05-22,29.0,paid,21.0,card
9467,9570,3079,2026-06-21,29.0,paid,20.0,card
9468,9571,3084,2024-12-30,19.0,paid,29.0,card
9469,9572,3084,2025-01-14,29.0,paid,13.0,wire
9470,9573,3084,2025-02-20,29.0,paid,19.0,card
9471,9574,3084,2025-03-26,29.0,paid,25.0,ach
9472,9575,3084,2025-05-06,29.0,late_paid,35.0,card
9473,9576,3084,,0.0,unpaid,,
9474,9577,3084,2025-07-16,29.0,late_paid,45.0,ach
9475,9578,3095,2024-03-15,29.0,paid,14.0,wire
9476,9579,3095,2024-04-11,29.0,paid,10.0,card
9477,9580,3095,2024-05-09,29.0,paid,8.0,card
9478,9581,3095,2024-06-03,29.0,paid,2.0,ach
9479,9582,3095,2024-07-26,29.0,paid,25.0,card
9480,9584,3095,2024-09-29,29.0,paid,28.0,card
9481,9585,3095,2024-10-04,29.0,paid,3.0,card
9482,9586,3095,2024-11-03,29.0,paid,2.0,ach
9483,9587,3095,2024-12-14,29.0,paid,13.0,card
9484,9588,3095,2025-01-25,29.0,paid,24.0,card
9485,9589,3095,2025-02-26,29.0,paid,25.0,card
9486,9590,3095,2025-03-06,29.0,paid,5.0,card
9487,9591,3095,2025-04-04,29.0,paid,3.0,ach
9488,9592,3095,2025-05-08,29.0,paid,7.0,card
9489,9593,3095,2025-06-15,29.0,paid,14.0,card
9490,9594,3095,2025-07-09,29.0,paid,8.0,ach
9491,9595,3095,2025-08-09,29.0,paid,8.0,wire
9492,9596,3095,2025-09-18,29.0,paid,17.0,ach
9493,9597,3095,2025-10-23,29.0,paid,22.0,card
9494,9598,3095,2025-11-09,29.0,paid,8.0,card
9495,9599,3095,2026-01-05,29.0,late_paid,35.0,ach
9496,9600,3095,2026-01-31,29.0,paid,30.0,card
9497,9601,3095,2026-03-17,29.0,late_paid,44.0,card
9498,9602,3095,2026-04-02,29.0,late_paid,32.0,wire
9499,9603,3095,2026-04-13,29.0,paid,12.0,card
9500,9604,3095,2026-05-17,29.0,paid,16.0,wire
9501,9605,3095,2026-06-10,29.0,paid,9.0,wire
9502,9606,3096,2024-08-24,29.0,paid,23.0,card
9503,9607,3096,2024-09-19,29.0,paid,18.0,card
9504,9608,3096,2024-10-17,29.0,paid,16.0,ach
9505,9609,3096,2024-11-22,29.0,paid,21.0,ach
9506,9610,3096,2024-12-22,29.0,paid,21.0,ach
9507,9611,3096,2025-01-22,39.0,paid,21.0,card
9508,9612,3096,2025-02-08,29.0,paid,7.0,card
9509,9613,3099,2024-01-12,79.0,paid,11.0,card
9510,9614,3099,2024-03-16,79.0,late_paid,44.0,card
9511,9615,3099,2024-03-15,79.0,paid,14.0,card
9512,9616,3099,2024-04-30,79.0,paid,29.0,wire
9513,9617,3099,2024-05-07,79.0,paid,6.0,card
9514,9618,3099,2024-06-02,79.0,paid,1.0,ach
9515,9619,3099,2024-07-07,79.0,paid,6.0,ach
9516,9620,3099,2024-08-24,79.0,paid,23.0,ach
9517,9621,3099,2024-09-25,79.0,paid,24.0,card
9518,9622,3099,2024-10-02,79.0,paid,1.0,card
9519,9623,3099,2024-11-06,79.0,paid,5.0,wire
9520,9624,3099,2024-12-18,79.0,paid,17.0,card
9521,9625,3099,2025-01-28,79.0,paid,27.0,wire
9522,9626,3099,2025-02-27,79.0,paid,26.0,card
9523,9627,3099,,0.0,unpaid,,
9524,9628,3099,2025-04-14,89.0,paid,13.0,wire
9525,9629,3099,2025-06-06,79.0,late_paid,36.0,ach
9526,9630,3099,2025-07-01,79.0,paid,30.0,ach
9527,9631,3099,2025-07-10,79.0,paid,9.0,wire
9528,9632,3099,2025-09-08,79.0,late_paid,38.0,card
9529,9633,3099,2025-09-14,79.0,paid,13.0,card
9530,9634,3099,2025-10-25,79.0,paid,24.0,ach
9531,9635,3099,2025-11-26,79.0,paid,25.0,wire
9532,9636,3099,2025-12-23,79.0,paid,22.0,ach
9533,9637,3099,2026-01-04,79.0,paid,3.0,wire
9534,9638,3099,2026-02-05,79.0,paid,4.0,ach
9535,9639,3099,2026-03-09,79.0,paid,8.0,wire
9536,9640,3099,2026-04-23,79.0,paid,22.0,card
9537,9641,3099,2026-05-17,79.0,paid,16.0,wire
9538,9642,3099,2026-06-21,79.0,paid,20.0,ach
9539,9643,3100,2026-01-30,199.0,paid,29.0,card
9540,9644,3100,2026-03-12,199.0,late_paid,39.0,card
9541,9645,3100,2026-03-27,199.0,paid,26.0,wire
9542,9646,3100,2026-04-28,199.0,paid,27.0,ach
9543,9647,3100,2026-05-18,199.0,paid,17.0,ach
9544,9648,3100,2026-06-25,199.0,paid,24.0,card
9545,9649,3109,2025-10-16,29.0,paid,15.0,ach
9546,9650,3109,2025-11-18,29.0,paid,17.0,card
9547,9651,3109,2025-12-14,29.0,paid,13.0,card
9548,9652,3109,2026-01-12,29.0,paid,11.0,card
9549,9653,3109,2026-02-16,29.0,paid,15.0,card
9550,9654,3109,2026-03-28,29.0,paid,27.0,card
9551,9655,3109,2026-04-04,29.0,paid,3.0,ach
9552,9656,3109,2026-06-02,29.0,late_paid,32.0,ach
9553,9657,3109,2026-06-04,29.0,paid,3.0,card
9554,9658,3115,2026-01-04,29.0,late_paid,34.0,card
9555,9659,3115,2026-01-05,29.0,paid,4.0,card
9556,9660,3115,,0.0,unpaid,,
9557,9661,3115,2026-03-02,29.0,paid,1.0,wire
9558,9662,3115,2026-04-04,29.0,paid,3.0,card
9559,9663,3115,2026-05-18,29.0,paid,17.0,card
9560,9664,3115,2026-06-17,29.0,paid,16.0,card
9561,9665,3121,2025-08-27,29.0,paid,26.0,card
9562,9666,3121,2025-09-04,29.0,paid,3.0,card
9563,9667,3121,,0.0,unpaid,,
9564,9668,3121,2025-11-29,29.0,paid,28.0,card
9565,9669,3121,2025-12-27,29.0,paid,26.0,card
9566,9670,3121,2026-01-05,29.0,paid,4.0,card
9567,9671,3121,2026-02-07,29.0,paid,6.0,ach
9568,9672,3125,2024-07-26,79.0,paid,25.0,card
9569,9673,3125,2024-09-01,79.0,late_paid,31.0,card
9570,9674,3125,2024-10-01,79.0,paid,30.0,wire
9571,9675,3125,2024-10-24,79.0,paid,23.0,card
9572,9676,3125,2024-11-27,79.0,paid,26.0,card
9573,9677,3125,2024-12-23,79.0,paid,22.0,wire
9574,9678,3125,2025-01-19,79.0,paid,18.0,card
9575,9679,3125,,0.0,unpaid,,
9576,9680,3125,2025-03-12,79.0,paid,11.0,card
9577,9681,3125,2025-04-25,79.0,paid,24.0,wire
9578,9682,3125,2025-05-13,79.0,paid,12.0,wire
9579,9683,3125,2025-07-04,79.0,late_paid,33.0,card
9580,9684,3125,2025-08-04,79.0,late_paid,34.0,card
9581,9685,3125,2025-08-21,79.0,paid,20.0,card
9582,9686,3125,,0.0,unpaid,,
9583,9687,3125,2025-10-17,79.0,paid,16.0,ach
9584,9688,3125,2025-11-06,79.0,paid,5.0,wire
9585,9689,3125,2025-12-08,89.0,paid,7.0,ach
9586,9690,3125,2026-01-03,79.0,paid,2.0,card
9587,9691,3125,2026-02-10,79.0,paid,9.0,wire
9588,9692,3125,2026-03-09,79.0,paid,8.0,wire
9589,9693,3125,2026-04-19,79.0,paid,18.0,wire
9590,9694,3125,2026-05-27,79.0,paid,26.0,card
9591,9695,3125,2026-06-25,79.0,paid,24.0,ach
9592,9696,3133,2024-12-03,29.0,late_paid,32.0,wire
9593,9697,3133,2024-12-25,29.0,paid,24.0,card
9594,9698,3133,2025-01-13,29.0,paid,12.0,ach
9595,9699,3133,2025-02-17,29.0,paid,16.0,ach
9596,9700,3133,2025-03-22,29.0,paid,21.0,card
9597,9701,3133,2025-04-15,29.0,paid,14.0,card
9598,9702,3133,2025-05-23,29.0,paid,22.0,card
9599,9703,3133,2025-06-29,29.0,paid,28.0,card
9600,9704,3133,2025-07-09,29.0,paid,8.0,card
9601,9705,3133,2025-08-10,29.0,paid,9.0,card
9602,9706,3133,2025-09-02,29.0,paid,1.0,card
9603,9707,3133,2025-10-02,29.0,paid,1.0,wire
9604,9708,3133,2025-11-24,29.0,paid,23.0,ach
9605,9709,3133,2025-12-30,29.0,paid,29.0,ach
9606,9710,3133,2026-01-16,29.0,paid,15.0,card
9607,9711,3133,2026-02-07,29.0,paid,6.0,wire
9608,9712,3133,2026-03-08,29.0,paid,7.0,wire
9609,9713,3133,2026-04-17,29.0,paid,16.0,card
9610,9714,3133,2026-05-10,29.0,paid,9.0,ach
9611,9715,3133,2026-06-28,29.0,paid,27.0,card
9612,9716,3134,2025-10-10,79.0,paid,9.0,card
9613,9717,3134,2025-11-27,79.0,paid,26.0,ach
9614,9718,3134,2025-12-31,79.0,paid,30.0,card
9615,9719,3134,,0.0,unpaid,,
9616,9720,3134,2026-02-07,89.0,paid,6.0,card
9617,9721,3134,,0.0,unpaid,,
9618,9722,3134,2026-05-14,79.0,late_paid,43.0,card
9619,9723,3134,2026-05-05,79.0,paid,4.0,card
9620,9724,3134,2026-06-05,79.0,paid,4.0,card
9621,9725,3136,2024-02-03,29.0,paid,2.0,ach
9622,9726,3136,2024-03-03,29.0,paid,2.0,card
9623,9727,3136,2024-04-17,29.0,paid,16.0,card
9624,9728,3136,2024-05-29,19.0,paid,28.0,ach
9625,9729,3136,2024-06-25,29.0,paid,24.0,wire
9626,9730,3136,2024-07-29,29.0,paid,28.0,card
9627,9731,3136,2024-08-30,29.0,paid,29.0,card
9628,9732,3136,2024-09-15,29.0,paid,14.0,card
9629,9733,3136,2024-10-03,29.0,paid,2.0,card
9630,9734,3136,2024-11-28,29.0,paid,27.0,card
9631,9735,3136,2024-12-10,29.0,paid,9.0,card
9632,9736,3136,2025-01-03,29.0,paid,2.0,card
9633,9737,3136,2025-02-08,29.0,paid,7.0,card
9634,9738,3136,2025-03-29,29.0,paid,28.0,card
9635,9739,3136,2025-04-16,29.0,paid,15.0,ach
9636,9740,3136,,0.0,unpaid,,
9637,9741,3136,2025-06-18,29.0,paid,17.0,card
9638,9742,3136,2025-07-15,29.0,paid,14.0,wire
9639,9743,3136,2025-08-15,29.0,paid,14.0,card
9640,9744,3136,2025-09-08,29.0,paid,7.0,ach
9641,9745,3136,2025-10-31,29.0,paid,30.0,ach
9642,9746,3136,2025-11-30,29.0,paid,29.0,card
9643,9747,3136,2025-12-13,29.0,paid,12.0,card
9644,9748,3136,2026-02-10,29.0,late_paid,40.0,card
9645,9749,3136,2026-02-10,29.0,paid,9.0,ach
9646,9750,3136,2026-03-15,29.0,paid,14.0,card
9647,9751,3136,2026-04-12,29.0,paid,11.0,ach
9648,9752,3136,2026-05-13,29.0,paid,12.0,ach
9649,9753,3136,2026-06-06,29.0,paid,5.0,card
9650,9754,3142,2024-01-20,79.0,paid,19.0,card
9651,9755,3142,2024-02-18,79.0,paid,17.0,wire
9652,9756,3142,2024-03-13,79.0,paid,12.0,card
9653,9757,3142,2024-04-18,79.0,paid,17.0,card
9654,9758,3142,2024-05-29,79.0,paid,28.0,ach
9655,9759,3142,2024-06-22,79.0,paid,21.0,card
9656,9760,3142,2024-07-22,79.0,paid,21.0,card
9657,9761,3142,2024-08-19,79.0,paid,18.0,card
9658,9762,3142,,0.0,unpaid,,
9659,9763,3142,2024-10-07,79.0,paid,6.0,card
9660,9764,3142,2024-11-02,79.0,paid,1.0,card
9661,9765,3142,2024-12-26,79.0,paid,25.0,card
9662,9766,3142,2025-01-07,79.0,paid,6.0,ach
9663,9767,3142,2025-02-27,79.0,paid,26.0,ach
9664,9768,3142,2025-03-19,79.0,paid,18.0,card
9665,9769,3142,2025-05-14,79.0,late_paid,43.0,wire
9666,9770,3142,2025-05-04,79.0,paid,3.0,ach
9667,9771,3142,2025-06-07,79.0,paid,6.0,wire
9668,9772,3142,2025-07-11,79.0,paid,10.0,ach
9669,9773,3142,2025-08-04,79.0,paid,3.0,ach
9670,9774,3142,2025-09-17,79.0,paid,16.0,ach
9671,9775,3142,2025-10-03,79.0,paid,2.0,wire
9672,9776,3142,2025-11-25,79.0,paid,24.0,ach
9673,9777,3142,2025-12-05,79.0,paid,4.0,card
9674,9778,3142,2026-01-20,79.0,paid,19.0,card
9675,9779,3142,2026-02-04,69.0,paid,3.0,ach
9676,9780,3142,2026-04-07,79.0,late_paid,37.0,ach
9677,9781,3142,2026-05-01,79.0,paid,30.0,card
9678,9782,3142,2026-05-19,79.0,paid,18.0,ach
9679,9783,3142,2026-06-12,79.0,paid,11.0,ach
9680,9784,3145,2024-11-13,29.0,paid,12.0,ach
9681,9785,3145,2024-12-16,29.0,paid,15.0,card
9682,9786,3145,,0.0,unpaid,,
9683,9787,3145,2025-02-24,29.0,paid,23.0,ach
9684,9788,3145,2025-03-15,29.0,paid,14.0,ach
9685,9789,3145,2025-04-11,29.0,paid,10.0,card
9686,9790,3147,,0.0,unpaid,,
9687,9791,3147,2024-05-07,79.0,paid,6.0,card
9688,9792,3147,2024-06-18,79.0,paid,17.0,card
9689,9793,3147,2024-08-10,79.0,late_paid,40.0,card
9690,9794,3147,2024-08-24,79.0,paid,23.0,ach
9691,9795,3147,2024-09-07,79.0,paid,6.0,card
9692,9796,3147,2024-10-19,79.0,paid,18.0,card
9693,9797,3147,2024-11-23,79.0,paid,22.0,card
9694,9798,3147,,0.0,unpaid,,
9695,9799,3147,2025-01-12,79.0,paid,11.0,card
9696,9800,3147,2025-02-25,79.0,paid,24.0,wire
9697,9801,3147,2025-03-31,79.0,paid,30.0,card
9698,9802,3147,2025-04-05,79.0,paid,4.0,card
9699,9803,3147,2025-05-20,79.0,paid,19.0,card
9700,9804,3147,2025-06-16,79.0,paid,15.0,ach
9701,9805,3147,,0.0,unpaid,,
9702,9806,3147,2025-09-12,79.0,late_paid,42.0,card
9703,9807,3147,2025-09-15,79.0,paid,14.0,ach
9704,9808,3147,2025-10-27,79.0,paid,26.0,ach
9705,9809,3147,2025-11-13,79.0,paid,12.0,ach
9706,9810,3147,2025-12-04,79.0,paid,3.0,card
9707,9811,3147,2026-01-07,79.0,paid,6.0,ach
9708,9812,3147,2026-02-20,79.0,paid,19.0,card
9709,9813,3147,2026-03-08,79.0,paid,7.0,ach
9710,9814,3147,2026-04-13,79.0,paid,12.0,wire
9711,9815,3147,2026-05-06,79.0,paid,5.0,card
9712,9816,3147,2026-06-13,79.0,paid,12.0,ach
9713,9817,3156,2025-09-13,29.0,paid,12.0,card
9714,9818,3156,2025-10-08,29.0,paid,7.0,card
9715,9819,3156,,0.0,unpaid,,
9716,9820,3156,2025-12-23,29.0,paid,22.0,ach
9717,9821,3156,2026-01-25,39.0,paid,24.0,wire
9718,9822,3156,2026-03-05,29.0,late_paid,32.0,card
9719,9823,3156,2026-03-17,29.0,paid,16.0,card
9720,9824,3156,,0.0,unpaid,,
9721,9825,3156,2026-05-05,29.0,paid,4.0,card
9722,9826,3156,2026-06-24,29.0,paid,23.0,ach
9723,9827,3164,2025-11-07,29.0,paid,6.0,wire
9724,9828,3164,2025-12-27,29.0,paid,26.0,ach
9725,9829,3164,2026-01-15,29.0,paid,14.0,card
9726,9830,3164,2026-02-13,29.0,paid,12.0,ach
9727,9831,3164,2026-03-09,29.0,paid,8.0,card
9728,9832,3164,2026-04-07,29.0,paid,6.0,ach
9729,9833,3164,2026-05-03,29.0,paid,2.0,card
9730,9834,3164,2026-06-07,29.0,paid,6.0,ach
9731,9835,3168,2024-01-12,79.0,paid,11.0,ach
9732,9836,3168,2024-03-02,79.0,paid,30.0,card
9733,9837,3168,2024-03-21,79.0,paid,20.0,card
9734,9838,3168,2024-04-20,79.0,paid,19.0,ach
9735,9839,3168,2024-06-11,79.0,late_paid,41.0,ach
9736,9840,3168,2024-06-29,79.0,paid,28.0,card
9737,9841,3168,,0.0,unpaid,,
9738,9842,3168,2024-08-04,79.0,paid,3.0,ach
9739,9843,3168,2024-09-13,79.0,paid,12.0,ach
9740,9844,3168,2024-10-13,79.0,paid,12.0,ach
9741,9845,3168,2024-11-06,79.0,paid,5.0,ach
9742,9846,3168,2024-12-06,79.0,paid,5.0,card
9743,9847,3168,2025-01-17,79.0,paid,16.0,card
9744,9848,3168,2025-02-11,79.0,paid,10.0,card
9745,9849,3168,2025-03-13,79.0,paid,12.0,card
9746,9850,3168,2025-04-11,79.0,paid,10.0,card
9747,9851,3168,2025-05-09,79.0,paid,8.0,card
9748,9852,3168,2025-06-03,79.0,paid,2.0,card
9749,9853,3168,2025-07-30,79.0,paid,29.0,card
9750,9854,3168,2025-08-19,79.0,paid,18.0,ach
9751,9855,3168,2025-09-12,79.0,paid,11.0,wire
9752,9856,3168,2025-10-22,79.0,paid,21.0,ach
9753,9857,3168,2025-11-09,79.0,paid,8.0,card
9754,9858,3168,,0.0,unpaid,,
9755,9859,3168,2026-01-29,79.0,paid,28.0,card
9756,9860,3168,2026-02-02,79.0,paid,1.0,card
9757,9861,3168,2026-03-26,79.0,paid,25.0,card
9758,9862,3168,2026-04-07,79.0,paid,6.0,card
9759,9863,3168,2026-06-09,79.0,late_paid,39.0,wire
9760,9864,3168,2026-06-15,89.0,paid,14.0,ach
9761,9865,3174,2025-06-23,79.0,paid,22.0,card
9762,9866,3174,,0.0,unpaid,,
9763,9867,3174,2025-08-14,79.0,paid,13.0,wire
9764,9868,3174,2025-09-15,79.0,paid,14.0,ach
9765,9869,3174,2025-10-12,79.0,paid,11.0,card
9766,9870,3174,2025-11-18,79.0,paid,17.0,card
9767,9871,3176,2025-03-16,29.0,paid,15.0,card
9768,9872,3176,2025-04-13,29.0,paid,12.0,ach
9769,9873,3176,2025-05-07,29.0,paid,6.0,wire
9770,9874,3176,2025-07-14,29.0,late_paid,43.0,ach
9771,9875,3176,2025-07-04,29.0,paid,3.0,card
9772,9876,3176,2025-08-08,29.0,paid,7.0,ach
9773,9877,3176,2025-09-14,29.0,paid,13.0,card
9774,9878,3176,2025-10-07,29.0,paid,6.0,card
9775,9879,3176,2025-11-13,29.0,paid,12.0,card
9776,9880,3176,2026-01-09,29.0,late_paid,39.0,card
9777,9881,3176,2026-02-05,29.0,late_paid,35.0,ach
9778,9882,3176,2026-03-03,29.0,paid,30.0,card
9779,9884,3176,2026-04-09,29.0,paid,8.0,card
9780,9885,3176,2026-05-04,29.0,paid,3.0,card
9781,9886,3176,2026-06-05,29.0,paid,4.0,card
9782,9887,3179,2025-02-13,29.0,paid,12.0,card
9783,9888,3179,2025-03-11,29.0,paid,10.0,card
9784,9889,3179,2025-04-04,29.0,paid,3.0,card
9785,9890,3179,2025-05-27,29.0,paid,26.0,card
9786,9891,3179,2025-06-30,29.0,paid,29.0,wire
9787,9892,3179,2025-07-22,29.0,paid,21.0,card
9788,9893,3179,2025-08-15,29.0,paid,14.0,ach
9789,9894,3179,2025-10-01,29.0,paid,30.0,card
9790,9895,3179,2025-10-22,29.0,paid,21.0,ach
9791,9896,3179,2025-11-07,29.0,paid,6.0,ach
9792,9897,3179,2025-12-30,29.0,paid,29.0,card
9793,9898,3179,,0.0,unpaid,,
9794,9899,3179,,0.0,unpaid,,
9795,9900,3179,2026-03-09,29.0,paid,8.0,ach
9796,9901,3179,2026-04-02,29.0,paid,1.0,card
9797,9902,3179,,0.0,unpaid,,
9798,9903,3179,2026-06-06,29.0,paid,5.0,ach
9799,9904,3187,,0.0,unpaid,,
9800,9905,3187,2025-07-18,29.0,paid,17.0,ach
9801,9906,3187,,0.0,unpaid,,
9802,9907,3187,2025-09-28,29.0,paid,27.0,card
9803,9908,3187,2025-10-10,29.0,paid,9.0,card
9804,9909,3187,2025-11-21,29.0,paid,20.0,card
9805,9910,3187,2025-12-08,29.0,paid,7.0,wire
9806,9911,3187,2026-01-06,29.0,paid,5.0,ach
9807,9912,3187,2026-03-02,29.0,paid,29.0,ach
9808,9913,3187,,0.0,unpaid,,
9809,9914,3187,2026-04-10,29.0,paid,9.0,card
9810,9915,3187,2026-05-04,29.0,paid,3.0,card
9811,9916,3187,2026-06-03,29.0,paid,2.0,card
9812,9917,3193,2024-01-19,29.0,paid,18.0,card
9813,9918,3193,2024-02-27,29.0,paid,26.0,ach
9814,9919,3193,,0.0,unpaid,,
9815,9920,3193,2024-04-05,29.0,paid,4.0,card
9816,9921,3193,2024-05-30,29.0,paid,29.0,wire
9817,9922,3193,,0.0,unpaid,,
9818,9923,3193,,0.0,unpaid,,
9819,9924,3193,2024-08-11,29.0,paid,10.0,wire
9820,9925,3193,2024-09-30,29.0,paid,29.0,card
9821,9926,3193,2024-10-15,29.0,paid,14.0,card
9822,9927,3193,2024-11-28,29.0,paid,27.0,ach
9823,9928,3193,2024-12-05,29.0,paid,4.0,ach
9824,9929,3193,2025-01-30,29.0,paid,29.0,card
9825,9930,3193,2025-02-09,29.0,paid,8.0,card
9826,9931,3193,,0.0,unpaid,,
9827,9932,3193,2025-04-10,29.0,paid,9.0,card
9828,9933,3193,2025-05-25,29.0,paid,24.0,card
9829,9934,3193,2025-06-29,29.0,paid,28.0,card
9830,9935,3193,2025-07-26,29.0,paid,25.0,wire
9831,9936,3193,2025-08-04,29.0,paid,3.0,wire
9832,9937,3193,2025-09-12,29.0,paid,11.0,card
9833,9938,3193,2025-10-22,29.0,paid,21.0,ach
9834,9939,3193,2025-11-14,39.0,paid,13.0,card
9835,9940,3193,2025-12-17,29.0,paid,16.0,card
9836,9941,3193,,0.0,unpaid,,
9837,9942,3193,2026-02-28,29.0,paid,27.0,card
9838,9943,3193,2026-03-26,29.0,paid,25.0,ach
9839,9944,3193,2026-04-03,29.0,paid,2.0,ach
9840,9945,3193,2026-05-20,19.0,paid,19.0,ach
9841,9946,3193,2026-06-11,29.0,paid,10.0,ach
9842,9947,3198,2024-05-22,79.0,paid,21.0,ach
9843,9948,3198,2024-06-12,79.0,paid,11.0,ach
9844,9949,3198,2024-07-20,79.0,paid,19.0,card
9845,9950,3198,2024-08-11,79.0,paid,10.0,card
9846,9951,3198,2024-09-19,79.0,paid,18.0,ach
9847,9952,3198,2024-10-11,79.0,paid,10.0,ach
9848,9953,3198,2024-11-08,79.0,paid,7.0,wire
9849,9954,3198,2024-12-08,79.0,paid,7.0,card
9850,9955,3198,,0.0,unpaid,,
9851,9956,3198,2025-02-24,79.0,paid,23.0,card
9852,9957,3198,2025-03-04,79.0,paid,3.0,card
9853,9958,3198,2025-04-14,79.0,paid,13.0,card
9854,9959,3198,2025-05-15,79.0,paid,14.0,ach
9855,9960,3198,2025-07-15,79.0,late_paid,44.0,ach
9856,9961,3198,2025-08-04,79.0,late_paid,34.0,ach
9857,9962,3198,2025-08-29,79.0,paid,28.0,card
9858,9963,3198,2025-10-01,79.0,paid,30.0,card
9859,9964,3198,2025-10-24,79.0,paid,23.0,card
9860,9965,3198,2025-11-17,79.0,paid,16.0,card
9861,9966,3198,2025-12-30,79.0,paid,29.0,card
9862,9967,3198,2026-01-07,79.0,paid,6.0,card
9863,9968,3198,,0.0,unpaid,,
9864,9969,3198,2026-03-07,79.0,paid,6.0,ach
9865,9970,3198,,0.0,unpaid,,
9866,9971,3198,2026-05-24,79.0,paid,23.0,card
9867,9972,3198,,0.0,unpaid,,
9868,9973,3209,2024-06-10,29.0,paid,9.0,card
9869,9974,3209,2024-07-22,29.0,paid,21.0,card
9870,9975,3209,2024-08-19,29.0,paid,18.0,wire
9871,9976,3209,,0.0,unpaid,,
9872,9977,3209,2024-10-20,29.0,paid,19.0,card
9873,9978,3209,2024-11-25,29.0,paid,24.0,ach
9874,9979,3209,2024-12-16,29.0,paid,15.0,ach
9875,9980,3209,2025-01-26,29.0,paid,25.0,card
9876,9981,3209,2025-03-01,29.0,paid,28.0,card
9877,9982,3209,2025-03-21,29.0,paid,20.0,card
9878,9983,3209,2025-04-08,29.0,paid,7.0,wire
9879,9984,3209,2025-05-05,29.0,paid,4.0,wire
9880,9985,3209,2025-06-16,29.0,paid,15.0,card
9881,9987,3209,2025-08-24,29.0,paid,23.0,card
9882,9988,3209,2025-09-25,29.0,paid,24.0,ach
9883,9989,3209,2025-10-19,29.0,paid,18.0,ach
9884,9990,3209,2025-11-23,29.0,paid,22.0,card
9885,9991,3209,2025-12-30,29.0,paid,29.0,card
9886,9992,3209,2026-01-29,29.0,paid,28.0,ach
9887,9993,3209,2026-02-22,29.0,paid,21.0,ach
9888,9994,3209,2026-03-27,29.0,paid,26.0,ach
9889,9995,3209,,0.0,unpaid,,
9890,9996,3209,2026-05-18,29.0,paid,17.0,card
9891,9997,3209,2026-06-17,29.0,paid,16.0,card
9892,9998,3212,2025-02-27,79.0,paid,26.0,card
9893,9999,3212,,0.0,unpaid,,
9894,10000,3212,2025-04-12,79.0,paid,11.0,wire
9895,10001,3212,2025-05-27,79.0,paid,26.0,ach
9896,10002,3212,2025-06-04,79.0,paid,3.0,card
9897,10003,3212,2025-07-26,79.0,paid,25.0,ach
9898,10005,3212,2025-09-04,79.0,paid,3.0,card
9899,10007,3212,2025-11-25,79.0,paid,24.0,ach
9900,10008,3212,2025-12-15,79.0,paid,14.0,card
9901,10009,3212,2026-01-02,79.0,paid,1.0,ach
9902,10010,3212,2026-02-09,79.0,paid,8.0,card
9903,10011,3212,2026-03-05,79.0,paid,4.0,wire
9904,10012,3212,2026-04-24,79.0,paid,23.0,card
9905,10013,3212,2026-05-23,79.0,paid,22.0,card
9906,10014,3212,2026-06-25,79.0,paid,24.0,card
9907,10015,3216,2024-10-04,29.0,paid,3.0,wire
9908,10016,3216,2024-11-06,29.0,paid,5.0,card
9909,10017,3216,2024-12-19,29.0,paid,18.0,ach
9910,10018,3216,2025-01-17,29.0,paid,16.0,wire
9911,10019,3216,2025-03-16,29.0,late_paid,43.0,card
9912,10020,3216,2025-03-17,29.0,paid,16.0,card
9913,10021,3216,2025-04-27,29.0,paid,26.0,card
9914,10022,3216,2025-05-06,29.0,paid,5.0,ach
9915,10023,3216,2025-06-13,29.0,paid,12.0,card
9916,10024,3216,2025-07-19,29.0,paid,18.0,ach
9917,10025,3216,2025-08-07,29.0,paid,6.0,card
9918,10026,3216,2025-09-10,29.0,paid,9.0,card
9919,10027,3216,2025-11-13,19.0,late_paid,43.0,card
9920,10028,3216,2025-11-24,29.0,paid,23.0,card
9921,10029,3216,2025-12-12,29.0,paid,11.0,card
9922,10031,3216,2026-02-07,29.0,paid,6.0,wire
9923,10032,3216,2026-03-05,29.0,paid,4.0,card
9924,10033,3216,,0.0,unpaid,,
9925,10034,3216,2026-06-06,29.0,late_paid,36.0,card
