subscription_id,customer_id,plan_tier,subscription_start,subscription_status
5625,5625,Growth,2025-09-29,trial_only
5626,5626,Growth,2025-11-12,trial_only
5627,5627,Starter,2024-03-01,trial_only
5628,5628,Growth,2023-09-30,trial_only
5629,5629,Business,2024-10-27,trial_only
5630,5630,Business,2025-12-20,active
5631,5631,Growth,2023-05-21,trial_only
5632,5632,Starter,2025-11-25,trial_only
5633,5633,Growth,2024-07-12,trial_only
5634,5634,Growth,2024-04-14,trial_only
5635,5635,Growth,2024-11-07,active
5636,5636,Business,2025-11-25,trial_only
5637,5637,Business,2025-07-21,trial_only
5638,5638,Starter,2026-01-08,trial_only
5639,5639,Starter,2023-04-13,trial_only
5640,5640,Growth,2025-12-17,active
5641,5641,Starter,2024-06-14,trial_only
5642,5642,Starter,2024-05-29,trial_only
5643,5643,Business,2023-12-07,trial_only
5644,5644,Business,2024-07-21,trial_only
5645,5645,Growth,2025-06-21,trial_only
5646,5646,Growth,2025-10-07,trial_only
5647,5647,Growth,2025-10-04,active
5648,5648,Starter,2025-08-01,trial_only
5649,5649,Starter,2025-07-24,trial_only
5650,5650,Growth,2023-11-19,cancelled
5651,5651,Growth,2024-11-02,trial_only
5652,5652,Starter,2024-04-29,active
5653,5653,Growth,2024-10-01,trial_only
5654,5654,Growth,2023-11-02,active
5655,5655,Growth,2023-09-21,trial_only
5656,5656,Growth,2023-12-05,trial_only
5657,5657,Starter,2024-09-10,trial_only
5658,5658,Starter,2023-03-15,trial_only
5659,5659,Starter,2025-11-01,trial_only
5660,5660,Business,2023-10-11,trial_only
5661,5661,Growth,2023-04-19,active
5662,5662,Business,2024-12-02,trial_only
5663,5663,Business,2024-06-13,trial_only
5664,5664,Starter,2024-07-01,trial_only
5665,5665,Starter,2026-02-16,trial_only
5666,5666,Starter,2024-02-21,trial_only
5667,5667,Growth,2025-09-08,trial_only
5668,5668,Starter,2025-01-05,trial_only
5669,5669,Starter,2025-06-10,trial_only
5670,5670,Starter,2024-09-14,trial_only
5671,5671,Starter,2023-04-18,trial_only
5672,5672,Starter,2024-08-11,trial_only
5673,5673,Growth,2025-09-12,trial_only
5674,5674,Starter,2024-03-27,trial_only
5675,5675,Business,2025-11-14,trial_only
5676,5676,Starter,2024-04-15,trial_only
5677,5677,Growth,2024-03-05,trial_only
5678,5678,Starter,2024-12-19,trial_only
5679,5679,Business,2025-06-15,active
5680,5680,Growth,2025-02-15,trial_only
5681,5681,Growth,2023-10-07,trial_only
5682,5682,Growth,2024-06-05,trial_only
5683,5683,Growth,2024-10-22,trial_only
5684,5684,Growth,2025-06-30,trial_only
5685,5685,Starter,2025-05-25,active
5686,5686,Growth,2024-12-04,trial_only
5687,5687,Starter,2025-05-31,trial_only
5688,5688,Starter,2026-02-11,trial_only
5689,5689,Growth,2025-12-04,trial_only
5690,5690,Growth,2024-05-16,active
5691,5691,Starter,2023-02-12,trial_only
5692,5692,Business,2023-10-30,trial_only
5693,5693,Business,2024-08-18,trial_only
5694,5694,Growth,2025-08-22,active
5695,5695,Starter,2023-09-24,active
5696,5696,Starter,2025-07-30,trial_only
5697,5697,Growth,2023-05-05,trial_only
5698,5698,Starter,2024-10-20,trial_only
5699,5699,Starter,2024-02-17,active
5700,5700,Starter,2023-10-18,trial_only
5701,5701,Growth,2024-12-04,trial_only
5702,5702,Growth,2023-09-19,trial_only
5703,5703,Starter,2025-11-22,trial_only
5704,5704,Starter,2024-02-27,trial_only
5705,5705,Business,2023-05-20,trial_only
5706,5706,Growth,2023-06-17,trial_only
5707,5707,Starter,2024-11-03,active
5708,5708,Business,2023-02-04,trial_only
5709,5709,Growth,2023-09-19,trial_only
5710,5710,Starter,2025-11-13,trial_only
5711,5711,Growth,2024-06-29,trial_only
5712,5712,Starter,2023-04-28,trial_only
5713,5713,Starter,2024-09-03,trial_only
5714,5714,Growth,2024-01-01,trial_only
5715,5715,Growth,2023-09-06,trial_only
5716,5716,Business,2023-02-21,trial_only
5717,5717,Growth,2023-11-03,trial_only
5718,5718,Starter,2023-02-01,trial_only
5719,5719,Starter,2023-04-15,trial_only
5720,5720,Starter,2024-11-22,trial_only
5721,5721,Business,2025-09-18,trial_only
5722,5722,Growth,2023-09-25,trial_only
5723,5723,Starter,2025-04-11,trial_only
5724,5724,Starter,2023-07-18,trial_only
5725,5725,Starter,2023-11-01,trial_only
5726,5726,Starter,2025-02-14,trial_only
5727,5727,Growth,2023-06-22,trial_only
5728,5728,Growth,2025-07-26,trial_only
5729,5729,Starter,2024-12-06,trial_only
5730,5730,Starter,2024-02-12,trial_only
5731,5731,Starter,2025-11-24,trial_only
5732,5732,Growth,2024-03-21,trial_only
5733,5733,Starter,2025-10-08,cancelled
5734,5734,Business,2025-10-16,cancelled
5735,5735,Growth,2026-01-11,cancelled
5736,5736,Growth,2026-01-20,trial_only
5737,5737,Business,2023-04-27,trial_only
5738,5738,Starter,2024-10-28,trial_only
5739,5739,Starter,2025-06-26,trial_only
5740,5740,Starter,2024-08-22,trial_only
5741,5741,Starter,2023-08-10,trial_only
5742,5742,Growth,2023-08-16,trial_only
5743,5743,Business,2023-04-04,trial_only
5744,5744,Starter,2026-02-25,trial_only
5745,5745,Growth,2023-05-28,active
5746,5746,Growth,2025-11-29,trial_only
5747,5747,Business,2024-05-01,trial_only
5748,5748,Starter,2023-11-01,trial_only
5749,5749,Growth,2025-10-18,trial_only
5750,5750,Growth,2026-01-11,trial_only
5751,5751,Starter,2024-10-10,trial_only
5752,5752,Business,2024-03-12,trial_only
5753,5753,Growth,2024-07-26,trial_only
5754,5754,Starter,2024-08-18,active
5755,5755,Starter,2024-07-07,trial_only
5756,5756,Business,2024-04-21,trial_only
5757,5757,Starter,2025-10-17,trial_only
5758,5758,Starter,2023-11-12,trial_only
5759,5759,Starter,2025-11-06,trial_only
5760,5760,Starter,2025-11-24,trial_only
5761,5761,Growth,2025-08-26,trial_only
5762,5762,Starter,2025-09-27,trial_only
5763,5763,Business,2025-03-31,trial_only
5764,5764,Growth,2023-09-29,trial_only
5765,5765,Starter,2024-04-12,active
5766,5766,Growth,2024-03-28,trial_only
5767,5767,Growth,2024-02-17,trial_only
5768,5768,Starter,2024-10-25,trial_only
5769,5769,Business,2023-08-25,trial_only
5770,5770,Starter,2023-05-31,active
5771,5771,Business,2024-10-02,trial_only
5772,5772,Starter,2025-03-01,trial_only
5773,5773,Business,2024-08-22,trial_only
5774,5774,Starter,2024-05-14,trial_only
5775,5775,Starter,2025-11-22,trial_only
5776,5776,Growth,2025-06-10,trial_only
5777,5777,Starter,2024-05-30,trial_only
5778,5778,Growth,2023-04-18,trial_only
5779,5779,Business,2023-10-21,trial_only
5780,5780,Starter,2025-09-23,trial_only
5781,5781,Starter,2024-09-27,trial_only
5782,5782,Growth,2024-05-05,trial_only
5783,5783,Growth,2025-06-15,trial_only
5784,5784,Growth,2024-11-17,active
5785,5785,Growth,2025-03-26,trial_only
5786,5786,Starter,2023-07-05,trial_only
5787,5787,Business,2024-01-22,trial_only
5788,5788,Starter,2025-01-16,trial_only
5789,5789,Starter,2023-07-19,cancelled
5790,5790,Growth,2025-08-11,trial_only
5791,5791,Business,2025-04-29,trial_only
5792,5792,Business,2023-08-12,trial_only
5793,5793,Business,2025-10-05,active
5794,5794,Starter,2025-03-25,trial_only
5795,5795,Growth,2024-01-19,active
5796,5796,Business,2026-02-18,active
5797,5797,Growth,2025-01-08,trial_only
5798,5798,Starter,2025-10-16,trial_only
5799,5799,Growth,2025-05-01,trial_only
5800,5800,Growth,2023-10-06,trial_only
5801,5801,Growth,2024-11-27,active
5802,5802,Business,2025-07-16,cancelled
5803,5803,Starter,2023-03-26,trial_only
5804,5804,Starter,2024-03-22,trial_only
5805,5805,Starter,2025-12-28,trial_only
5806,5806,Business,2023-07-04,trial_only
5807,5807,Starter,2023-02-20,trial_only
5808,5808,Growth,2023-10-01,active
5809,5809,Growth,2023-09-23,trial_only
5810,5810,Growth,2023-01-28,trial_only
5811,5811,Business,2024-11-16,trial_only
5812,5812,Growth,2024-07-09,trial_only
5813,5813,Growth,2023-03-13,trial_only
5814,5814,Growth,2025-10-15,trial_only
5815,5815,Starter,2024-03-27,trial_only
5816,5816,Starter,2025-03-03,active
5817,5817,Business,2023-09-02,trial_only
5818,5818,Starter,2025-04-25,trial_only
5819,5819,Business,2025-05-05,trial_only
5820,5820,Starter,2024-09-26,trial_only
5821,5821,Starter,2024-01-07,active
5822,5822,Growth,2024-01-02,trial_only
5823,5823,Business,2025-05-29,trial_only
5824,5824,Starter,2024-09-28,trial_only
5825,5825,Business,2024-10-11,trial_only
5826,5826,Growth,2025-09-06,trial_only
5827,5827,Starter,2024-10-04,trial_only
5828,5828,Growth,2023-11-04,trial_only
5829,5829,Business,2025-04-23,trial_only
5830,5830,Starter,2023-09-06,trial_only
5831,5831,Starter,2024-07-05,trial_only
5832,5832,Starter,2025-03-30,trial_only
5833,5833,Starter,2024-07-07,trial_only
5834,5834,Business,2025-05-16,active
5835,5835,Starter,2023-07-12,trial_only
5836,5836,Business,2024-07-24,trial_only
5837,5837,Starter,2026-01-15,cancelled
5838,5838,Growth,2025-08-20,active
5839,5839,Growth,2025-04-17,trial_only
5840,5840,Starter,2023-08-31,trial_only
5841,5841,Business,2023-09-26,trial_only
5842,5842,Starter,2024-11-20,cancelled
5843,5843,Starter,2023-01-21,trial_only
5844,5844,Growth,2023-03-03,trial_only
5845,5845,Starter,2025-06-16,trial_only
5846,5846,Starter,2024-08-17,trial_only
5847,5847,Starter,2023-09-26,trial_only
5848,5848,Starter,2023-03-15,trial_only
5849,5849,Starter,2024-07-28,trial_only
5850,5850,Business,2025-10-26,trial_only
5851,5851,Growth,2023-10-07,trial_only
5852,5852,Starter,2023-09-18,trial_only
5853,5853,Growth,2024-03-27,trial_only
5854,5854,Starter,2024-12-03,trial_only
5855,5855,Starter,2024-05-05,trial_only
5856,5856,Starter,2025-08-10,trial_only
5857,5857,Starter,2025-06-11,trial_only
5858,5858,Growth,2024-11-02,trial_only
5859,5859,Growth,2024-07-15,trial_only
5860,5860,Business,2024-03-05,active
5861,5861,Starter,2026-03-16,trial_only
5862,5862,Growth,2024-02-17,trial_only
5863,5863,Starter,2023-07-02,trial_only
5864,5864,Starter,2025-03-28,trial_only
5865,5865,Starter,2023-09-02,trial_only
5866,5866,Business,2024-12-18,trial_only
5867,5867,Starter,2023-06-08,active
5868,5868,Growth,2023-03-24,trial_only
5869,5869,Starter,2025-10-29,trial_only
5870,5870,Starter,2023-04-23,trial_only
5871,5871,Growth,2023-01-22,active
5872,5872,Starter,2025-04-09,active
5873,5873,Starter,2023-07-11,cancelled
5874,5874,Starter,2023-11-10,trial_only
5875,5875,Starter,2023-09-01,trial_only
5876,5876,Starter,2025-06-29,trial_only
5877,5877,Starter,2024-10-07,trial_only
5878,5878,Growth,2023-10-12,trial_only
5879,5879,Business,2023-04-06,trial_only
5880,5880,Business,2025-04-14,active
5881,5881,Starter,2024-05-30,trial_only
5882,5882,Starter,2024-12-21,trial_only
5883,5883,Starter,2025-10-01,trial_only
5884,5884,Starter,2024-12-18,trial_only
5885,5885,Growth,2023-05-01,trial_only
5886,5886,Growth,2024-10-17,trial_only
5887,5887,Starter,2024-09-15,trial_only
5888,5888,Starter,2025-10-07,trial_only
5889,5889,Starter,2025-10-20,trial_only
5890,5890,Growth,2024-02-01,trial_only
5891,5891,Business,2025-05-02,active
5892,5892,Starter,2023-04-29,trial_only
5893,5893,Growth,2024-11-09,active
5894,5894,Business,2026-02-26,trial_only
5895,5895,Growth,2025-12-29,active
5896,5896,Starter,2023-05-16,trial_only
5897,5897,Growth,2025-11-07,cancelled
5898,5898,Growth,2026-02-04,trial_only
5899,5899,Business,2024-02-26,trial_only
5900,5900,Growth,2024-11-21,trial_only
5901,5901,Starter,2024-03-31,trial_only
5902,5902,Growth,2024-03-22,trial_only
5903,5903,Starter,2025-07-12,trial_only
5904,5904,Starter,2023-03-17,trial_only
5905,5905,Starter,2025-01-10,trial_only
5906,5906,Growth,2025-08-11,active
5907,5907,Starter,2025-06-02,trial_only
5908,5908,Starter,2025-11-28,trial_only
5909,5909,Growth,2024-02-25,trial_only
5910,5910,Starter,2024-09-19,cancelled
5911,5911,Starter,2023-08-18,trial_only
5912,5912,Starter,2023-10-04,active
5913,5913,Starter,2025-07-18,trial_only
5914,5914,Growth,2023-05-18,trial_only
5915,5915,Starter,2025-02-17,trial_only
5916,5916,Business,2023-12-01,trial_only
5917,5917,Growth,2023-06-22,trial_only
5918,5918,Growth,2026-01-08,trial_only
5919,5919,Starter,2024-01-19,trial_only
5920,5920,Starter,2025-06-03,trial_only
5921,5921,Growth,2025-11-08,trial_only
5922,5922,Growth,2024-12-01,trial_only
5923,5923,Growth,2025-07-17,trial_only
5924,5924,Growth,2026-01-03,trial_only
5925,5925,Starter,2025-12-19,trial_only
5926,5926,Starter,2024-08-21,trial_only
5927,5927,Starter,2024-07-11,trial_only
5928,5928,Starter,2023-06-20,active
5929,5929,Growth,2025-06-21,trial_only
5930,5930,Starter,2025-02-05,active
5931,5931,Starter,2023-03-20,trial_only
5932,5932,Starter,2024-03-11,trial_only
5933,5933,Growth,2023-12-04,trial_only
5934,5934,Growth,2026-02-21,trial_only
5935,5935,Starter,2024-07-15,trial_only
5936,5936,Growth,2023-09-23,active
5937,5937,Starter,2025-05-30,trial_only
5938,5938,Starter,2024-06-08,trial_only
5939,5939,Growth,2024-03-31,trial_only
5940,5940,Business,2024-04-13,trial_only
5941,5941,Business,2024-10-20,trial_only
5942,5942,Starter,2025-04-11,trial_only
5943,5943,Business,2024-11-24,trial_only
5944,5944,Starter,2023-10-16,active
5945,5945,Business,2023-03-16,trial_only
5946,5946,Starter,2023-12-23,trial_only
5947,5947,Business,2023-05-08,active
5948,5948,Starter,2023-03-24,active
5949,5949,Growth,2024-04-26,trial_only
5950,5950,Starter,2025-05-22,trial_only
5951,5951,Starter,2023-10-05,trial_only
5952,5952,Growth,2026-03-15,trial_only
5953,5953,Starter,2024-03-14,trial_only
5954,5954,Starter,2025-01-04,trial_only
5955,5955,Growth,2024-07-31,trial_only
5956,5956,Business,2025-09-24,trial_only
5957,5957,Growth,2025-07-22,trial_only
5958,5958,Business,2023-10-30,trial_only
5959,5959,Starter,2024-03-15,trial_only
5960,5960,Starter,2024-07-22,trial_only
5961,5961,Starter,2025-02-12,trial_only
5962,5962,Growth,2023-09-16,trial_only
5963,5963,Starter,2025-10-11,trial_only
5964,5964,Starter,2023-12-09,trial_only
5965,5965,Starter,2024-12-30,active
5966,5966,Growth,2026-02-18,trial_only
5967,5967,Starter,2025-03-26,active
5968,5968,Growth,2026-01-22,active
5969,5969,Starter,2024-10-07,trial_only
5970,5970,Starter,2025-12-31,trial_only
5971,5971,Starter,2025-09-01,trial_only
5972,5972,Starter,2025-09-01,trial_only
5973,5973,Starter,2025-12-26,trial_only
5974,5974,Starter,2026-01-15,active
5975,5975,Starter,2025-02-06,trial_only
5976,5976,Starter,2023-12-05,cancelled
5977,5977,Starter,2023-06-19,trial_only
5978,5978,Business,2023-03-15,trial_only
5979,5979,Growth,2023-08-04,trial_only
5980,5980,Starter,2023-11-06,trial_only
5981,5981,Growth,2025-10-09,trial_only
5982,5982,Starter,2024-09-16,trial_only
5983,5983,Growth,2023-12-30,active
5984,5984,Growth,2025-09-04,cancelled
5985,5985,Starter,2024-02-01,trial_only
5986,5986,Starter,2024-05-21,trial_only
5987,5987,Starter,2023-12-12,trial_only
5988,5988,Growth,2025-06-08,trial_only
5989,5989,Starter,2023-06-22,trial_only
5990,5990,Growth,2024-03-22,trial_only
5991,5991,Starter,2026-02-28,trial_only
5992,5992,Growth,2024-09-25,trial_only
5993,5993,Starter,2024-09-25,active
5994,5994,Growth,2024-10-02,trial_only
5995,5995,Starter,2024-03-25,cancelled
5996,5996,Growth,2025-03-21,trial_only
5997,5997,Starter,2025-08-04,trial_only
5998,5998,Business,2024-08-09,trial_only
5999,5999,Growth,2023-10-08,active
6000,6000,Starter,2023-04-27,trial_only
6001,6001,Starter,2026-01-06,trial_only
6002,6002,Starter,2025-10-08,trial_only
6003,6003,Starter,2024-12-24,active
6004,6004,Growth,2025-10-26,trial_only
6005,6005,Growth,2025-04-18,trial_only
6006,6006,Business,2023-08-25,trial_only
6007,6007,Starter,2025-07-18,trial_only
6008,6008,Growth,2024-03-26,trial_only
6009,6009,Starter,2024-10-16,cancelled
6010,6010,Starter,2025-08-17,trial_only
6011,6011,Growth,2023-12-15,trial_only
6012,6012,Starter,2025-07-10,trial_only
6013,6013,Starter,2024-01-01,trial_only
6014,6014,Growth,2024-08-07,trial_only
6015,6015,Starter,2025-01-12,active
6016,6016,Starter,2023-05-10,trial_only
6017,6017,Growth,2025-07-12,active
6018,6018,Business,2024-01-17,trial_only
6019,6019,Business,2025-03-29,trial_only
6020,6020,Business,2026-01-29,trial_only
6021,6021,Growth,2025-06-29,trial_only
6022,6022,Growth,2025-09-10,trial_only
6023,6023,Growth,2024-01-28,trial_only
6024,6024,Starter,2025-10-23,trial_only
6025,6025,Starter,2023-05-13,trial_only
6026,6026,Starter,2025-10-25,active
6027,6027,Growth,2024-06-25,trial_only
6028,6028,Growth,2025-04-08,trial_only
6029,6029,Starter,2023-08-09,trial_only
6030,6030,Starter,2025-04-10,trial_only
6031,6031,Starter,2023-03-22,cancelled
6032,6032,Growth,2023-01-19,trial_only
6033,6033,Growth,2023-01-18,trial_only
6034,6034,Starter,2023-12-06,trial_only
6035,6035,Business,2024-09-11,trial_only
6036,6036,Growth,2025-03-21,trial_only
6037,6037,Starter,2024-07-03,trial_only
6038,6038,Starter,2024-09-05,trial_only
6039,6039,Growth,2025-12-25,trial_only
6040,6040,Starter,2025-04-26,trial_only
6041,6041,Growth,2025-12-17,trial_only
6042,6042,Business,2023-12-28,active
6043,6043,Growth,2026-01-01,trial_only
6044,6044,Starter,2023-03-15,trial_only
6045,6045,Growth,2024-11-25,trial_only
6046,6046,Starter,2024-06-09,trial_only
6047,6047,Starter,2023-08-10,trial_only
6048,6048,Business,2023-05-06,trial_only
6049,6049,Starter,2023-02-07,trial_only
6050,6050,Starter,2025-03-12,trial_only
6051,6051,Growth,2025-11-15,trial_only
6052,6052,Growth,2024-08-09,trial_only
6053,6053,Growth,2025-01-31,trial_only
6054,6054,Growth,2024-06-13,trial_only
6055,6055,Growth,2023-06-08,trial_only
6056,6056,Business,2025-10-03,active
6057,6057,Growth,2025-04-03,cancelled
6058,6058,Growth,2023-11-05,trial_only
6059,6059,Starter,2023-12-06,trial_only
6060,6060,Starter,2023-07-27,trial_only
6061,6061,Starter,2024-04-19,trial_only
6062,6062,Growth,2025-12-22,trial_only
6063,6063,Starter,2026-02-19,trial_only
6064,6064,Starter,2024-06-24,trial_only
6065,6065,Starter,2025-07-22,trial_only
6066,6066,Starter,2023-02-13,active
6067,6067,Business,2024-07-06,trial_only
6068,6068,Business,2023-06-07,trial_only
6069,6069,Growth,2024-10-03,trial_only
6070,6070,Starter,2025-05-05,trial_only
6071,6071,Starter,2023-08-21,active
6072,6072,Starter,2024-08-30,trial_only
6073,6073,Starter,2024-12-28,trial_only
6074,6074,Business,2023-03-23,trial_only
6075,6075,Starter,2025-02-14,trial_only
6076,6076,Starter,2023-06-08,trial_only
6077,6077,Growth,2024-04-24,trial_only
6078,6078,Growth,2023-04-21,trial_only
6079,6079,Growth,2024-02-27,trial_only
6080,6080,Starter,2026-03-02,trial_only
6081,6081,Starter,2025-03-29,trial_only
6082,6082,Growth,2025-02-10,cancelled
6083,6083,Business,2024-12-28,trial_only
6084,6084,Business,2023-10-20,active
6085,6085,Growth,2024-01-11,trial_only
6086,6086,Starter,2023-08-15,trial_only
6087,6087,Starter,2026-02-09,active
6088,6088,Business,2025-03-03,cancelled
6089,6089,Starter,2023-02-05,trial_only
6090,6090,Growth,2025-01-13,trial_only
6091,6091,Business,2024-09-22,trial_only
6092,6092,Growth,2024-01-21,trial_only
6093,6093,Starter,2024-09-30,trial_only
6094,6094,Growth,2024-10-08,trial_only
6095,6095,Starter,2025-02-14,trial_only
6096,6096,Starter,2025-05-11,trial_only
6097,6097,Starter,2025-08-20,trial_only
6098,6098,Growth,2026-02-08,trial_only
6099,6099,Starter,2023-07-22,trial_only
6100,6100,Starter,2024-05-30,trial_only
6101,6101,Growth,2025-06-09,trial_only
6102,6102,Growth,2024-01-25,trial_only
6103,6103,Growth,2024-03-24,trial_only
6104,6104,Starter,2024-05-28,trial_only
6105,6105,Growth,2023-01-21,active
6106,6106,Growth,2026-03-06,trial_only
6107,6107,Starter,2024-09-23,trial_only
6108,6108,Starter,2024-12-26,trial_only
6109,6109,Starter,2024-05-04,trial_only
6110,6110,Starter,2024-08-11,active
6111,6111,Growth,2025-03-21,trial_only
6112,6112,Business,2024-06-06,trial_only
6113,6113,Starter,2024-08-29,trial_only
6114,6114,Starter,2023-07-09,trial_only
6115,6115,Growth,2024-12-07,trial_only
6116,6116,Starter,2025-03-13,trial_only
6117,6117,Business,2024-08-09,trial_only
6118,6118,Starter,2023-07-20,trial_only
6119,6119,Starter,2024-08-24,active
6120,6120,Growth,2026-02-06,trial_only
6121,6121,Growth,2024-06-12,trial_only
6122,6122,Growth,2024-10-30,trial_only
6123,6123,Growth,2024-07-24,trial_only
6124,6124,Business,2023-11-06,trial_only
6125,6125,Starter,2026-02-05,trial_only
6126,6126,Growth,2023-02-28,trial_only
6127,6127,Growth,2024-07-07,trial_only
6128,6128,Starter,2023-02-23,trial_only
6129,6129,Starter,2023-10-31,trial_only
6130,6130,Growth,2023-09-20,trial_only
6131,6131,Growth,2024-01-09,trial_only
6132,6132,Starter,2023-08-12,trial_only
6133,6133,Business,2023-05-19,cancelled
6134,6134,Starter,2025-09-16,active
6135,6135,Starter,2024-02-22,trial_only
6136,6136,Starter,2023-10-26,trial_only
6137,6137,Growth,2024-11-08,active
6138,6138,Starter,2024-08-13,cancelled
6139,6139,Starter,2023-09-13,trial_only
6140,6140,Growth,2023-07-01,trial_only
6141,6141,Growth,2024-07-29,trial_only
6142,6142,Growth,2023-06-12,cancelled
6143,6143,Starter,2024-12-16,trial_only
6144,6144,Growth,2024-09-29,trial_only
6145,6145,Growth,2023-10-07,trial_only
6146,6146,Starter,2024-05-30,trial_only
6147,6147,Starter,2023-10-21,trial_only
6148,6148,Starter,2025-02-02,trial_only
6149,6149,Growth,2025-07-06,trial_only
6150,6150,Starter,2023-06-23,trial_only
6151,6151,Business,2026-01-03,trial_only
6152,6152,Growth,2024-05-28,trial_only
6153,6153,Growth,2024-05-17,trial_only
6154,6154,Growth,2024-04-24,trial_only
6155,6155,Growth,2023-08-31,trial_only
6156,6156,Business,2024-11-11,trial_only
6157,6157,Starter,2025-04-16,trial_only
6158,6158,Starter,2025-03-24,trial_only
6159,6159,Growth,2025-02-06,active
6160,6160,Starter,2023-10-04,trial_only
6161,6161,Business,2025-05-24,trial_only
6162,6162,Growth,2024-01-14,trial_only
6163,6163,Starter,2023-04-23,trial_only
6164,6164,Starter,2025-11-16,active
6165,6165,Growth,2025-03-09,trial_only
6166,6166,Starter,2024-08-20,trial_only
6167,6167,Starter,2025-07-30,trial_only
6168,6168,Starter,2023-05-30,active
6169,6169,Starter,2023-10-01,trial_only
6170,6170,Growth,2025-07-19,trial_only
6171,6171,Growth,2024-06-15,trial_only
6172,6172,Growth,2023-06-15,trial_only
6173,6173,Starter,2025-06-01,trial_only
6174,6174,Starter,2025-09-15,trial_only
6175,6175,Starter,2023-06-06,trial_only
6176,6176,Starter,2023-09-23,trial_only
6177,6177,Growth,2025-08-30,trial_only
6178,6178,Growth,2025-07-10,trial_only
6179,6179,Growth,2024-10-20,trial_only
6180,6180,Business,2025-12-21,active
6181,6181,Starter,2023-04-19,trial_only
6182,6182,Starter,2025-02-14,trial_only
6183,6183,Starter,2024-01-06,trial_only
6184,6184,Starter,2024-06-30,trial_only
6185,6185,Starter,2024-12-07,active
6186,6186,Growth,2024-10-24,trial_only
6187,6187,Starter,2024-12-17,trial_only
6188,6188,Growth,2025-01-08,active
6189,6189,Growth,2025-07-20,trial_only
6190,6190,Starter,2023-03-20,trial_only
6191,6191,Growth,2025-07-29,active
6192,6192,Starter,2025-01-11,trial_only
6193,6193,Starter,2025-02-19,trial_only
6194,6194,Starter,2025-07-26,active
6195,6195,Starter,2024-10-29,trial_only
6196,6196,Starter,2025-07-08,active
6197,6197,Growth,2025-11-21,trial_only
6198,6198,Business,2024-09-13,trial_only
6199,6199,Business,2025-01-30,active
6200,6200,Business,2025-08-12,active
6201,6201,Business,2023-04-13,trial_only
6202,6202,Starter,2024-07-31,trial_only
6203,6203,Growth,2026-02-25,trial_only
6204,6204,Growth,2024-04-01,active
6205,6205,Starter,2025-11-12,trial_only
6206,6206,Growth,2024-07-27,trial_only
6207,6207,Growth,2026-02-12,trial_only
6208,6208,Growth,2025-02-06,trial_only
6209,6209,Starter,2025-07-04,cancelled
6210,6210,Growth,2024-05-10,trial_only
6211,6211,Starter,2024-12-18,active
6212,6212,Growth,2025-08-15,trial_only
6213,6213,Growth,2025-03-18,trial_only
6214,6214,Growth,2023-05-21,trial_only
6215,6215,Starter,2024-12-05,trial_only
6216,6216,Business,2024-05-06,trial_only
6217,6217,Starter,2024-11-30,trial_only
6218,6218,Growth,2024-01-22,trial_only
6219,6219,Growth,2026-03-04,trial_only
6220,6220,Starter,2024-07-10,trial_only
6221,6221,Growth,2024-07-28,trial_only
6222,6222,Growth,2023-07-13,trial_only
6223,6223,Growth,2026-02-06,trial_only
6224,6224,Growth,2024-08-04,trial_only
6225,6225,Growth,2025-02-01,trial_only
6226,6226,Growth,2025-08-23,trial_only
6227,6227,Business,2023-11-13,trial_only
6228,6228,Business,2024-08-23,trial_only
6229,6229,Business,2026-03-06,trial_only
6230,6230,Growth,2023-03-13,trial_only
6231,6231,Starter,2025-11-04,active
6232,6232,Growth,2025-01-05,active
6233,6233,Starter,2024-02-29,trial_only
6234,6234,Growth,2024-10-22,trial_only
6235,6235,Starter,2026-02-02,trial_only
6236,6236,Starter,2023-03-18,trial_only
6237,6237,Starter,2023-09-20,trial_only
6238,6238,Starter,2024-05-26,active
6239,6239,Growth,2023-03-12,trial_only
6240,6240,Starter,2024-04-18,trial_only
6241,6241,Starter,2025-07-22,trial_only
6242,6242,Growth,2024-07-25,trial_only
6243,6243,Growth,2025-09-05,trial_only
6244,6244,Growth,2026-01-24,trial_only
6245,6245,Business,2024-04-03,trial_only
6246,6246,Starter,2025-03-17,trial_only
6247,6247,Business,2024-05-20,cancelled
6248,6248,Growth,2024-09-01,trial_only
6249,6249,Starter,2024-02-27,trial_only
6250,6250,Business,2023-12-08,cancelled
6251,6251,Business,2025-08-14,trial_only
6252,6252,Growth,2025-08-21,trial_only
6253,6253,Starter,2024-02-02,trial_only
6254,6254,Growth,2025-10-25,cancelled
6255,6255,Starter,2023-12-28,trial_only
6256,6256,Starter,2023-10-14,trial_only
6257,6257,Starter,2024-02-15,trial_only
6258,6258,Starter,2023-06-18,trial_only
6259,6259,Business,2026-01-10,trial_only
6260,6260,Starter,2025-05-05,trial_only
6261,6261,Growth,2023-12-29,trial_only
6262,6262,Growth,2026-01-06,trial_only
6263,6263,Starter,2024-01-06,trial_only
6264,6264,Business,2025-12-15,active
6265,6265,Growth,2024-01-17,trial_only
6266,6266,Growth,2025-10-26,active
6267,6267,Growth,2023-10-19,trial_only
6268,6268,Business,2023-08-24,trial_only
6269,6269,Growth,2023-03-17,cancelled
6270,6270,Business,2026-02-15,trial_only
6271,6271,Business,2023-03-31,active
6272,6272,Starter,2024-05-02,trial_only
6273,6273,Starter,2025-11-05,trial_only
6274,6274,Growth,2024-03-06,trial_only
6275,6275,Growth,2023-02-01,trial_only
