customer_id,variant
12364,treatment
12365,treatment
12366,treatment
12367,treatment
12368,control
12369,control
12370,control
12371,treatment
12372,treatment
12373,control
12374,treatment
12375,control
12376,treatment
12377,treatment
12378,control
12379,control
12380,control
12381,treatment
12382,treatment
12383,treatment
12384,treatment
12385,control
12386,treatment
12387,treatment
12388,treatment
12389,treatment
12390,control
12391,treatment
12392,treatment
12393,treatment
12394,control
12395,control
12396,treatment
12397,treatment
12398,control
12399,control
12400,treatment
12401,treatment
12402,control
12403,control
12404,control
12405,treatment
12406,control
12407,control
12408,treatment
12409,treatment
12410,treatment
12411,treatment
12412,control
12413,control
12414,control
12415,control
12416,control
12417,treatment
12418,control
12419,control
12420,control
12421,control
12422,control
12423,control
12424,treatment
12425,treatment
12426,control
12427,treatment
12428,control
12429,treatment
12430,control
12431,treatment
12432,control
12433,control
12434,control
12435,control
12436,treatment
12437,treatment
12438,treatment
12439,treatment
12440,treatment
12441,treatment
12442,treatment
12443,control
12444,treatment
12445,control
12446,control
12447,treatment
12448,treatment
12449,treatment
12450,control
12451,control
12452,control
12453,control
12454,control
12455,treatment
12456,treatment
12457,control
12458,control
12459,treatment
12460,treatment
12461,treatment
12462,treatment
12463,control
12464,control
12465,treatment
12466,treatment
12467,control
12468,treatment
12469,control
12470,control
12471,treatment
12472,control
12473,treatment
12474,treatment
12475,treatment
12476,control
12477,treatment
12478,treatment
12479,control
12480,control
12481,control
12482,control
12483,control
12484,control
12485,treatment
12486,treatment
12487,control
12488,treatment
12489,control
12490,control
12491,control
12492,treatment
12493,treatment
12494,treatment
12495,control
12496,control
12497,control
12498,treatment
12499,treatment
12500,treatment
12501,treatment
12502,treatment
12503,treatment
12504,treatment
12505,treatment
12506,control
12507,treatment
12508,treatment
12509,treatment
12510,treatment
12511,treatment
12512,control
12513,treatment
12514,control
12515,control
12516,control
12517,control
12518,treatment
12519,control
12520,treatment
12521,control
12522,treatment
12523,control
12524,treatment
12525,treatment
12526,control
12527,treatment
12528,control
12529,treatment
12530,treatment
12531,control
12532,treatment
12533,treatment
12534,treatment
12535,treatment
12536,treatment
12537,control
12538,treatment
12539,control
12540,treatment
12541,treatment
12542,treatment
12543,control
12544,control
12545,control
12546,treatment
12547,control
12548,control
12549,control
12550,treatment
12551,treatment
12552,control
12553,treatment
12554,control
12555,control
12556,treatment
12557,control
12558,control
12559,control
12560,control
12561,treatment
12562,treatment
12563,control
12564,treatment
12565,control
12566,treatment
12567,treatment
12568,control
12569,control
12570,treatment
12571,control
12572,control
12573,treatment
12574,treatment
12575,control
12576,treatment
12577,control
12578,treatment
12579,control
12580,treatment
12581,control
12582,treatment
12583,treatment
12584,control
12585,treatment
12586,control
12587,treatment
12588,treatment
12589,treatment
12590,treatment
12591,control
12592,control
12593,treatment
12594,control
12595,control
12596,control
12597,treatment
12598,treatment
12599,control
12600,control
12601,treatment
12602,control
12603,treatment
12604,control
12605,control
12606,control
12607,control
12608,control
12609,treatment
12610,treatment
12611,control
12612,control
12613,control
12614,treatment
12615,treatment
12616,control
12617,control
12618,control
12619,control
12620,control
12621,treatment
12622,treatment
12623,treatment
12624,treatment
12625,control
12626,treatment
12627,treatment
12628,control
12629,treatment
12630,control
12631,treatment
12632,control
12633,control
12634,control
12635,control
12636,treatment
12637,control
12638,treatment
12639,treatment
12640,treatment
12641,treatment
12642,treatment
12643,control
12644,treatment
12645,control
12646,control
12647,control
12648,treatment
12649,control
12650,control
12651,treatment
12652,control
12653,control
12654,treatment
12655,control
12656,treatment
12657,treatment
12658,treatment
12659,treatment
12660,control
12661,control
12662,treatment
12663,treatment
12664,treatment
12665,treatment
12666,treatment
12667,control
12668,treatment
12669,treatment
12670,control
12671,control
12672,treatment
12673,treatment
12674,treatment
12675,treatment
12676,treatment
12677,treatment
12678,control
12679,treatment
12680,control
12681,treatment
12682,treatment
12683,treatment
12684,control
12685,treatment
12686,treatment
12687,control
12688,control
12689,control
12690,control
12691,treatment
12692,treatment
12693,treatment
12694,treatment
12695,control
12696,control
12697,control
12698,treatment
12699,control
12700,control
12701,treatment
12702,treatment
12703,control
12704,control
12705,control
12706,control
12707,control
12708,treatment
12709,treatment
12710,control
12711,treatment
12712,control
12713,treatment
12714,treatment
12715,treatment
12716,control
12717,treatment
12718,treatment
12719,control
12720,control
12721,control
12722,control
12723,control
12724,treatment
12725,control
12726,control
12727,control
12728,control
12729,treatment
12730,treatment
12731,control
12732,control
12733,treatment
12734,treatment
12735,treatment
12736,control
12737,treatment
12738,control
12739,control
12740,control
12741,control
12742,treatment
12743,treatment
12744,control
12745,treatment
12746,control
12747,treatment
12748,treatment
12749,treatment
12750,control
12751,treatment
12752,control
12753,treatment
12754,treatment
12755,treatment
12756,control
12757,treatment
12758,control
12759,treatment
12760,treatment
12761,control
12762,control
12763,control
12764,control
12765,treatment
12766,treatment
12767,treatment
12768,treatment
12769,treatment
12770,treatment
12771,control
12772,treatment
12773,treatment
12774,treatment
12775,treatment
12776,treatment
12777,control
12778,control
12779,treatment
12780,control
12781,treatment
12782,treatment
12783,treatment
12784,control
12785,treatment
12786,treatment
12787,treatment
12788,treatment
12789,treatment
12790,control
12791,treatment
12792,control
12793,treatment
12794,treatment
12795,treatment
12796,control
12797,control
12798,treatment
12799,control
12800,treatment
12801,treatment
12802,treatment
12803,control
12804,control
12805,control
12806,treatment
12807,control
12808,control
12809,treatment
12810,treatment
12811,control
12812,treatment
12813,treatment
12814,treatment
12815,treatment
12816,treatment
12817,control
12818,control
12819,treatment
12820,treatment
12821,treatment
12822,control
12823,control
12824,control
12825,control
12826,control
12827,control
12828,treatment
12829,control
12830,control
12831,treatment
12832,treatment
12833,control
12834,control
12835,treatment
12836,control
12837,control
12838,treatment
12839,treatment
12840,treatment
12841,control
12842,control
12843,treatment
12844,treatment
12845,treatment
12846,control
12847,control
12848,control
12849,treatment
12850,treatment
12851,control
12852,treatment
12853,treatment
12854,treatment
12855,treatment
12856,control
12857,control
12858,treatment
12859,treatment
12860,treatment
12861,control
12862,treatment
12863,treatment
12864,treatment
12865,control
12866,treatment
12867,control
12868,control
12869,treatment
12870,treatment
12871,treatment
12872,control
12873,treatment
12874,treatment
12875,control
12876,control
12877,control
12878,control
12879,treatment
12880,control
12881,treatment
12882,control
12883,treatment
12884,control
12885,treatment
12886,treatment
12887,treatment
12888,treatment
12889,treatment
12890,treatment
12891,treatment
12892,control
12893,treatment
12894,control
12895,treatment
12896,treatment
12897,control
12898,treatment
12899,treatment
12900,treatment
12901,control
12902,control
12903,treatment
12904,control
12905,treatment
12906,treatment
12907,control
12908,treatment
12909,treatment
12910,control
12911,treatment
12912,control
12913,control
12914,treatment
12915,treatment
12916,control
12917,control
12918,control
12919,treatment
12920,control
12921,treatment
12922,control
12923,treatment
12924,treatment
12925,control
12926,control
12927,control
12928,treatment
12929,treatment
12930,treatment
12931,control
12932,treatment
12933,control
12934,treatment
12935,treatment
12936,treatment
12937,control
12938,treatment
12939,treatment
12940,control
12941,treatment
12942,control
12943,treatment
12944,treatment
12945,treatment
12946,control
12947,control
12948,treatment
12949,treatment
12950,treatment
12951,control
12952,treatment
12953,treatment
12954,treatment
12955,control
12956,control
12957,control
12958,treatment
12959,treatment
12960,control
12961,control
12962,treatment
12963,control
12964,control
12965,control
12966,treatment
12967,control
12968,treatment
12969,control
12970,control
12971,treatment
12972,treatment
12973,control
12974,control
12975,control
12976,control
12977,treatment
12978,treatment
12979,control
12980,control
12981,control
12982,treatment
12983,control
12984,control
12985,control
12986,treatment
12987,treatment
12988,control
12989,control
12990,control
12991,control
12992,treatment
12993,treatment
12994,control
12995,control
12996,treatment
12997,treatment
12998,treatment
12999,treatment
13000,treatment
13001,control
13002,control
13003,treatment
13004,control
13005,control
13006,treatment
13007,control
13008,treatment
13009,treatment
13010,control
13011,control
13012,control
13013,control
13014,control
13015,treatment
13016,treatment
13017,control
13018,control
13019,treatment
13020,control
13021,treatment
13022,treatment
13023,control
13024,control
13025,treatment
13026,treatment
13027,treatment
13028,treatment
13029,treatment
13030,control
13031,treatment
13032,control
13033,treatment
13034,treatment
13035,control
13036,control
13037,control
13038,control
13039,control
13040,treatment
13041,control
13042,treatment
13043,control
13044,treatment
13045,treatment
13046,control
13047,control
13048,control
13049,treatment
13050,treatment
13051,control
13052,treatment
13053,treatment
13054,control
13055,control
13056,control
13057,control
13058,control
13059,control
13060,treatment
13061,treatment
13062,control
13063,control
13064,control
13065,treatment
13066,treatment
13067,control
13068,control
13069,treatment
13070,treatment
13071,treatment
13072,treatment
13073,treatment
13074,control
13075,control
13076,control
13077,treatment
13078,treatment
13079,control
13080,treatment
13081,treatment
13082,control
13083,treatment
13084,control
13085,control
13086,control
13087,control
13088,treatment
13089,treatment
13090,control
13091,treatment
13092,treatment
13093,treatment
13094,control
13095,control
13096,control
13097,treatment
13098,treatment
13099,control
13100,treatment
13101,control
13102,treatment
13103,treatment
13104,treatment
13105,treatment
13106,control
13107,control
13108,treatment
13109,treatment
13110,control
13111,treatment
13112,control
13113,control
13114,control
13115,treatment
13116,control
13117,treatment
13118,treatment
13119,control
13120,treatment
13121,treatment
13122,treatment
13123,control
13124,control
13125,control
13126,control
13127,control
13128,treatment
13129,control
13130,control
13131,control
13132,treatment
13133,treatment
13134,treatment
13135,control
13136,control
13137,treatment
13138,treatment
13139,control
13140,treatment
13141,control
13142,control
13143,treatment
13144,treatment
13145,control
13146,treatment
13147,treatment
13148,treatment
13149,control
13150,treatment
13151,treatment
13152,control
13153,treatment
13154,treatment
13155,control
13156,control
13157,treatment
13158,control
13159,treatment
13160,control
13161,treatment
13162,treatment
13163,treatment
13164,control
13165,control
13166,treatment
13167,control
13168,control
13169,treatment
13170,control
13171,treatment
13172,treatment
13173,control
13174,treatment
13175,control
13176,control
13177,control
13178,treatment
13179,control
13180,treatment
13181,treatment
13182,treatment
13183,control
13184,treatment
13185,treatment
13186,control
13187,treatment
13188,treatment
13189,control
13190,treatment
13191,treatment
13192,control
13193,control
13194,treatment
13195,treatment
13196,treatment
13197,control
13198,treatment
13199,treatment
13200,control
13201,treatment
13202,treatment
13203,treatment
13204,control
13205,control
13206,control
13207,treatment
13208,treatment
13209,control
13210,treatment
13211,control
13212,control
13213,control
13214,control
13215,treatment
13216,control
13217,treatment
13218,treatment
13219,treatment
13220,control
13221,treatment
13222,control
13223,control
13224,control
13225,control
13226,control
13227,control
13228,control
13229,treatment
13230,treatment
13231,control
13232,control
13233,control
13234,control
13235,treatment
13236,treatment
13237,control
13238,control
13239,control
13240,control
13241,treatment
13242,treatment
13243,treatment
13244,treatment
13245,control
13246,control
13247,treatment
13248,control
13249,treatment
13250,treatment
13251,treatment
13252,treatment
13253,treatment
13254,treatment
13255,control
13256,treatment
13257,treatment
13258,treatment
13259,control
13260,treatment
13261,control
13262,treatment
13263,control
13264,control
13265,control
13266,treatment
13267,treatment
13268,control
13269,treatment
13270,treatment
13271,treatment
13272,treatment
13273,treatment
13274,treatment
13275,treatment
13276,treatment
13277,control
13278,treatment
13279,control
13280,treatment
13281,control
13282,control
13283,control
13284,control
13285,treatment
13286,treatment
13287,treatment
13288,control
13289,control
13290,control
13291,treatment
13292,control
13293,treatment
13294,treatment
13295,control
13296,treatment
13297,control
13298,control
13299,treatment
13300,treatment
13301,treatment
13302,control
13303,control
13304,treatment
13305,control
13306,control
13307,treatment
13308,treatment
13309,treatment
13310,treatment
13311,control
13312,treatment
13313,control
13314,treatment
13315,treatment
13316,treatment
13317,treatment
13318,treatment
13319,control
13320,control
13321,control
13322,control
13323,treatment
13324,control
13325,control
13326,control
13327,treatment
13328,treatment
13329,control
13330,control
13331,treatment
13332,control
13333,treatment
13334,treatment
13335,control
13336,treatment
13337,control
13338,treatment
13339,treatment
13340,control
13341,treatment
13342,treatment
13343,treatment
13344,treatment
13345,control
13346,treatment
13347,control
13348,treatment
13349,treatment
13350,treatment
13351,control
13352,treatment
13353,treatment
13354,treatment
13355,treatment
13356,control
13357,control
13358,control
13359,control
13360,control
13361,treatment
13362,control
13363,treatment
13364,control
13365,treatment
13366,treatment
13367,control
13368,treatment
13369,treatment
13370,control
13371,treatment
13372,control
13373,control
13374,control
13375,treatment
13376,treatment
13377,treatment
13378,control
13379,treatment
13380,treatment
13381,control
13382,control
13383,treatment
13384,control
13385,treatment
13386,treatment
13387,treatment
13388,treatment
13389,control
13390,control
13391,treatment
13392,treatment
13393,treatment
13394,control
13395,control
13396,treatment
13397,control
13398,treatment
13399,control
13400,treatment
13401,control
13402,control
13403,treatment
13404,treatment
13405,control
13406,control
13407,treatment
13408,treatment
13409,treatment
13410,control
13411,control
13412,control
13413,control
13414,control
13415,treatment
13416,control
13417,control
13418,control
13419,treatment
13420,treatment
13421,treatment
13422,control
13423,control
13424,control
13425,control
13426,treatment
13427,treatment
13428,control
13429,control
13430,treatment
13431,treatment
13432,treatment
13433,treatment
13434,control
13435,treatment
13436,treatment
13437,treatment
13438,control
13439,treatment
13440,treatment
13441,control
13442,control
13443,control
13444,treatment
13445,control
13446,control
13447,control
13448,treatment
13449,control
13450,control
13451,treatment
13452,control
13453,control
13454,control
13455,control
13456,control
13457,treatment
13458,control
13459,treatment
13460,control
13461,control
13462,treatment
13463,control
13464,treatment
13465,treatment
13466,treatment
13467,treatment
13468,control
13469,control
13470,control
13471,treatment
13472,treatment
13473,treatment
13474,treatment
13475,treatment
13476,control
13477,control
13478,control
13479,treatment
13480,control
13481,control
13482,treatment
13483,control
13484,treatment
13485,treatment
13486,control
13487,treatment
13488,treatment
13489,control
13490,control
13491,treatment
13492,treatment
13493,control
13494,treatment
13495,treatment
13496,control
13497,treatment
13498,control
13499,control
13500,control
13501,treatment
13502,treatment
13503,treatment
13504,control
13505,treatment
13506,control
13507,treatment
13508,control
13509,control
13510,treatment
13511,treatment
13512,control
13513,control
13514,treatment
13515,control
13516,control
13517,treatment
13518,control
13519,control
13520,control
13521,treatment
13522,control
13523,treatment
13524,control
13525,treatment
13526,treatment
13527,control
13528,control
13529,treatment
13530,treatment
13531,control
13532,treatment
13533,treatment
13534,control
13535,treatment
13536,treatment
13537,control
13538,control
13539,control
13540,control
13541,treatment
13542,control
13543,control
13544,treatment
13545,control
13546,treatment
13547,treatment
13548,control
13549,treatment
13550,control
13551,treatment
13552,treatment
13553,control
13554,control
13555,control
13556,treatment
13557,treatment
13558,control
13559,control
13560,control
13561,control
13562,control
13563,control
13564,control
13565,treatment
13566,control
13567,control
13568,control
13569,control
13570,control
13571,control
13572,control
13573,treatment
13574,control
13575,control
13576,treatment
13577,control
13578,treatment
13579,treatment
13580,treatment
13581,control
13582,control
13583,treatment
13584,control
13585,control
13586,control
13587,treatment
13588,treatment
13589,treatment
13590,treatment
13591,treatment
13592,treatment
13593,treatment
13594,control
13595,treatment
13596,control
13597,control
13598,treatment
13599,control
13600,control
13601,treatment
13602,control
13603,treatment
13604,treatment
13605,treatment
13606,treatment
13607,treatment
13608,treatment
13609,treatment
13610,treatment
13611,control
13612,treatment
13613,control
13614,control
13615,treatment
13616,control
13617,control
13618,treatment
13619,control
13620,treatment
13621,treatment
13622,control
13623,treatment
13624,treatment
13625,treatment
13626,treatment
13627,treatment
13628,control
13629,treatment
13630,treatment
13631,control
13632,treatment
13633,control
13634,control
13635,treatment
13636,treatment
13637,treatment
13638,treatment
13639,treatment
13640,control
13641,control
13642,treatment
13643,control
13644,treatment
13645,control
13646,treatment
13647,control
13648,control
13649,control
13650,treatment
13651,treatment
13652,treatment
13653,control
13654,treatment
13655,treatment
13656,control
13657,treatment
13658,control
13659,treatment
13660,treatment
13661,control
13662,control
13663,treatment
13664,control
13665,control
13666,control
13667,treatment
13668,treatment
13669,control
13670,control
13671,treatment
13672,treatment
13673,treatment
13674,control
13675,treatment
13676,control
13677,control
13678,treatment
13679,treatment
13680,control
13681,treatment
13682,control
13683,control
13684,control
13685,treatment
13686,control
13687,control
13688,control
13689,treatment
13690,control
13691,control
13692,control
13693,control
13694,treatment
13695,control
13696,treatment
13697,control
13698,treatment
13699,treatment
13700,control
13701,control
13702,control
13703,control
13704,control
13705,control
13706,treatment
13707,control
13708,control
13709,control
13710,treatment
13711,control
13712,control
13713,treatment
13714,control
13715,treatment
13716,treatment
13717,control
13718,treatment
13719,treatment
13720,control
13721,treatment
13722,treatment
13723,control
13724,treatment
13725,treatment
13726,treatment
13727,control
13728,control
13729,treatment
13730,treatment
13731,treatment
13732,treatment
13733,control
13734,control
13735,treatment
13736,control
13737,treatment
13738,treatment
13739,control
13740,treatment
13741,treatment
13742,treatment
13743,treatment
13744,treatment
13745,treatment
13746,treatment
13747,control
13748,control
13749,control
13750,control
13751,treatment
13752,control
13753,treatment
13754,treatment
13755,control
13756,treatment
13757,control
13758,treatment
13759,control
13760,control
13761,treatment
13762,treatment
13763,treatment
13764,treatment
13765,control
13766,control
13767,treatment
13768,control
13769,treatment
13770,treatment
13771,treatment
13772,treatment
13773,treatment
13774,control
13775,treatment
13776,control
13777,control
13778,treatment
13779,treatment
13780,control
13781,treatment
13782,treatment
13783,treatment
13784,control
13785,treatment
13786,treatment
13787,control
13788,control
13789,control
13790,control
13791,control
13792,treatment
13793,control
13794,control
13795,treatment
13796,treatment
13797,control
13798,control
13799,treatment
13800,control
13801,control
13802,control
13803,control
13804,control
13805,control
13806,control
13807,treatment
13808,treatment
13809,treatment
13810,treatment
13811,treatment
13812,treatment
13813,treatment
13814,control
13815,treatment
13816,treatment
13817,treatment
13818,control
13819,control
13820,treatment
13821,treatment
13822,treatment
13823,treatment
13824,control
13825,treatment
13826,control
13827,treatment
13828,control
13829,control
13830,treatment
13831,treatment
13832,treatment
13833,treatment
13834,treatment
13835,treatment
13836,treatment
13837,control
13838,treatment
13839,treatment
13840,control
13841,treatment
13842,control
13843,treatment
13844,control
13845,treatment
13846,control
13847,control
13848,treatment
13849,control
13850,treatment
13851,treatment
13852,control
13853,control
13854,treatment
13855,treatment
13856,control
13857,control
13858,treatment
13859,treatment
13860,treatment
13861,treatment
13862,treatment
13863,treatment
13864,control
13865,treatment
13866,treatment
13867,control
13868,control
13869,treatment
13870,control
13871,control
13872,treatment
13873,treatment
13874,control
13875,control
13876,treatment
13877,treatment
13878,control
13879,treatment
13880,treatment
13881,treatment
13882,control
13883,treatment
13884,control
13885,control
13886,treatment
13887,control
13888,control
13889,control
13890,control
13891,treatment
13892,control
13893,treatment
13894,control
13895,control
13896,control
13897,treatment
13898,treatment
13899,control
13900,control
13901,control
13902,control
13903,control
13904,treatment
13905,control
13906,treatment
13907,control
13908,treatment
13909,treatment
13910,treatment
13911,treatment
13912,treatment
13913,treatment
13914,control
13915,control
13916,treatment
13917,treatment
13918,treatment
13919,control
13920,treatment
13921,treatment
13922,control
13923,treatment
13924,control
13925,control
13926,control
13927,treatment
13928,control
13929,control
13930,control
13931,control
13932,control
13933,treatment
13934,control
13935,treatment
13936,control
13937,control
13938,control
13939,control
13940,treatment
13941,control
13942,control
13943,control
13944,control
13945,treatment
13946,control
13947,control
13948,control
13949,treatment
13950,control
13951,control
13952,treatment
13953,treatment
13954,control
13955,treatment
13956,control
13957,treatment
13958,treatment
13959,control
13960,treatment
13961,treatment
13962,treatment
13963,treatment
13964,control
13965,control
13966,treatment
13967,control
13968,control
13969,treatment
13970,treatment
13971,control
13972,control
13973,treatment
13974,treatment
13975,control
13976,control
13977,treatment
13978,control
13979,treatment
13980,control
13981,control
13982,treatment
13983,control
13984,treatment
13985,control
13986,control
13987,control
13988,treatment
13989,control
13990,control
13991,treatment
13992,control
13993,treatment
13994,control
13995,treatment
13996,control
13997,treatment
13998,treatment
13999,treatment
14000,control
14001,treatment
14002,treatment
14003,treatment
14004,control
14005,control
14006,treatment
14007,control
14008,control
14009,control
14010,treatment
14011,treatment
14012,control
14013,treatment
14014,control
14015,control
14016,treatment
14017,control
14018,control
14019,control
14020,control
14021,control
14022,treatment
14023,treatment
14024,control
14025,control
14026,treatment
14027,treatment
14028,treatment
14029,control
14030,treatment
14031,control
14032,control
14033,treatment
14034,control
14035,control
14036,control
14037,control
14038,control
14039,treatment
14040,treatment
14041,treatment
14042,treatment
14043,control
14044,treatment
14045,treatment
14046,control
14047,control
14048,control
14049,treatment
14050,control
14051,control
14052,treatment
14053,treatment
14054,control
14055,treatment
14056,control
14057,treatment
14058,treatment
14059,treatment
14060,treatment
14061,treatment
14062,control
14063,control
14064,control
14065,treatment
14066,treatment
14067,treatment
14068,control
14069,treatment
14070,control
14071,control
14072,control
14073,treatment
14074,treatment
14075,treatment
14076,control
14077,treatment
14078,control
14079,control
14080,treatment
14081,treatment
14082,treatment
14083,control
14084,control
14085,treatment
14086,treatment
14087,control
14088,treatment
14089,control
14090,treatment
14091,treatment
14092,control
14093,control
14094,treatment
14095,treatment
14096,control
14097,control
14098,control
14099,treatment
14100,treatment
14101,treatment
14102,treatment
14103,control
14104,treatment
14105,treatment
14106,control
14107,treatment
14108,treatment
14109,control
14110,treatment
14111,treatment
14112,treatment
14113,treatment
14114,control
14115,treatment
14116,treatment
14117,treatment
14118,treatment
14119,control
14120,treatment
14121,treatment
14122,treatment
14123,treatment
14124,treatment
14125,control
14126,treatment
14127,control
14128,treatment
14129,treatment
14130,treatment
14131,control
14132,treatment
14133,treatment
14134,treatment
14135,control
14136,treatment
14137,treatment
14138,control
14139,control
14140,treatment
14141,control
14142,control
14143,treatment
14144,control
14145,treatment
14146,treatment
14147,control
14148,treatment
14149,treatment
14150,treatment
14151,treatment
14152,treatment
14153,control
14154,control
14155,control
14156,control
14157,treatment
14158,control
14159,control
14160,treatment
14161,treatment
14162,control
14163,control
14164,control
14165,treatment
14166,control
14167,treatment
14168,control
14169,control
14170,treatment
14171,control
14172,treatment
14173,control
14174,control
14175,control
14176,treatment
14177,treatment
14178,treatment
14179,treatment
14180,control
14181,control
14182,control
14183,control
14184,control
14185,treatment
14186,treatment
14187,control
14188,treatment
14189,control
14190,control
14191,treatment
14192,control
14193,control
14194,control
14195,treatment
14196,control
14197,control
14198,control
14199,treatment
14200,treatment
14201,control
14202,control
14203,treatment
14204,control
14205,treatment
14206,treatment
14207,control
14208,control
14209,treatment
14210,control
14211,control
14212,control
14213,control
14214,control
14215,treatment
14216,treatment
14217,treatment
14218,control
14219,control
14220,treatment
14221,control
14222,treatment
14223,treatment
14224,treatment
14225,control
14226,treatment
14227,treatment
14228,control
14229,control
14230,treatment
14231,treatment
14232,treatment
14233,control
14234,control
14235,control
14236,control
14237,treatment
14238,control
14239,treatment
14240,treatment
14241,control
14242,treatment
14243,treatment
14244,treatment
14245,control
14246,treatment
14247,treatment
14248,control
14249,treatment
14250,treatment
14251,control
14252,treatment
14253,treatment
14254,control
14255,treatment
14256,control
14257,control
14258,treatment
14259,control
14260,control
14261,treatment
14262,control
14263,treatment
14264,treatment
14265,control
14266,control
14267,control
14268,treatment
14269,control
14270,treatment
14271,control
14272,treatment
14273,treatment
14274,treatment
14275,treatment
14276,treatment
14277,control
14278,treatment
14279,control
14280,control
14281,control
14282,control
14283,control
14284,control
14285,control
14286,treatment
14287,treatment
14288,control
14289,control
14290,control
14291,treatment
14292,control
14293,treatment
14294,control
14295,treatment
14296,treatment
14297,control
14298,control
14299,treatment
14300,control
14301,control
14302,control
14303,treatment
14304,treatment
14305,control
14306,control
14307,control
14308,treatment
14309,treatment
14310,control
14311,treatment
14312,control
14313,treatment
14314,treatment
14315,treatment
14316,control
14317,control
14318,control
14319,control
14320,control
14321,treatment
14322,control
14323,treatment
14324,control
14325,control
14326,treatment
14327,control
14328,treatment
14329,treatment
14330,treatment
14331,treatment
14332,treatment
14333,treatment
14334,treatment
14335,control
14336,treatment
14337,control
14338,treatment
14339,treatment
14340,treatment
14341,treatment
14342,control
14343,treatment
14344,treatment
14345,control
14346,control
14347,treatment
14348,control
14349,control
14350,control
14351,treatment
14352,treatment
14353,treatment
14354,treatment
14355,control
14356,treatment
14357,treatment
14358,treatment
14359,treatment
14360,treatment
14361,control
14362,treatment
14363,control
14364,control
14365,control
14366,treatment
14367,treatment
14368,control
14369,control
14370,control
14371,treatment
14372,control
14373,control
14374,control
14375,treatment
14376,control
14377,treatment
14378,control
14379,control
14380,control
14381,control
14382,control
14383,treatment
14384,treatment
14385,treatment
14386,treatment
14387,treatment
14388,treatment
14389,control
14390,treatment
14391,control
14392,control
14393,treatment
14394,treatment
14395,treatment
14396,treatment
14397,control
14398,control
14399,treatment
14400,control
14401,treatment
14402,control
14403,control
14404,control
14405,control
14406,treatment
14407,control
14408,control
14409,treatment
14410,control
14411,treatment
14412,treatment
14413,treatment
14414,control
14415,control
14416,control
14417,treatment
14418,control
14419,control
14420,treatment
14421,control
14422,treatment
14423,treatment
14424,control
14425,control
14426,control
14427,control
14428,control
14429,control
14430,treatment
14431,treatment
14432,control
14433,control
14434,control
14435,control
14436,control
14437,control
14438,control
14439,control
14440,control
14441,treatment
14442,control
14443,control
14444,control
14445,treatment
14446,control
14447,treatment
14448,control
14449,treatment
14450,control
14451,control
14452,treatment
14453,control
14454,treatment
14455,treatment
14456,control
14457,treatment
14458,control
14459,treatment
14460,control
14461,control
14462,treatment
14463,treatment
14464,control
14465,control
14466,control
14467,treatment
14468,treatment
14469,treatment
14470,control
14471,control
14472,treatment
14473,treatment
14474,treatment
14475,treatment
14476,control
14477,control
14478,treatment
14479,treatment
14480,treatment
14481,control
14482,treatment
14483,treatment
14484,treatment
14485,treatment
14486,treatment
14487,treatment
14488,control
14489,control
14490,control
14491,treatment
14492,control
14493,control
14494,control
14495,control
14496,control
14497,treatment
14498,control
14499,control
14500,treatment
14501,treatment
14502,treatment
14503,treatment
14504,control
14505,treatment
14506,treatment
14507,control
14508,control
14509,treatment
14510,control
14511,control
14512,control
14513,treatment
14514,control
14515,control
14516,control
14517,control
14518,treatment
14519,control
14520,control
14521,control
14522,treatment
14523,treatment
14524,treatment
14525,control
14526,treatment
14527,control
14528,treatment
14529,treatment
14530,treatment
14531,control
14532,control
14533,control
14534,treatment
14535,treatment
14536,treatment
14537,control
14538,treatment
14539,control
14540,treatment
14541,treatment
14542,treatment
14543,treatment
14544,control
14545,control
14546,control
14547,treatment
14548,control
14549,treatment
14550,control
14551,treatment
14552,treatment
14553,treatment
14554,treatment
14555,treatment
14556,control
14557,treatment
14558,control
14559,control
14560,treatment
14561,control
14562,treatment
14563,control
14564,control
14565,treatment
14566,control
14567,treatment
14568,control
14569,control
14570,treatment
14571,control
14572,control
14573,treatment
14574,treatment
14575,control
14576,treatment
14577,control
14578,control
14579,treatment
14580,treatment
14581,control
14582,treatment
14583,control
14584,treatment
14585,control
14586,control
14587,treatment
14588,treatment
14589,treatment
14590,control
14591,treatment
14592,treatment
14593,treatment
14594,control
14595,treatment
14596,treatment
14597,treatment
14598,treatment
14599,control
14600,control
14601,control
14602,treatment
14603,treatment
14604,treatment
14605,treatment
14606,treatment
14607,treatment
14608,treatment
14609,control
14610,control
14611,treatment
14612,control
14613,control
14614,treatment
14615,treatment
14616,control
14617,control
14618,treatment
14619,control
14620,treatment
14621,control
14622,control
14623,treatment
14624,control
14625,control
14626,treatment
14627,treatment
14628,control
14629,treatment
14630,treatment
14631,treatment
14632,control
14633,treatment
14634,treatment
14635,control
14636,treatment
14637,control
14638,control
14639,control
14640,treatment
14641,control
14642,treatment
14643,control
14644,treatment
14645,control
14646,control
14647,treatment
14648,control
14649,treatment
14650,treatment
14651,control
14652,control
14653,control
14654,treatment
14655,treatment
14656,treatment
14657,treatment
14658,treatment
14659,control
14660,treatment
14661,treatment
14662,treatment
14663,control
14664,treatment
14665,control
14666,control
14667,control
14668,treatment
14669,control
14670,treatment
14671,control
14672,treatment
14673,control
14674,control
14675,control
14676,treatment
14677,control
14678,treatment
14679,treatment
14680,control
14681,treatment
14682,control
14683,control
14684,treatment
14685,control
