subscription_id,event_date,event_type,mrr_change
11484,2023-07-24,new,79
11493,2024-01-13,new,29
11494,2023-02-22,new,29
11494,2023-05-23,expansion,50
11510,2023-12-22,new,79
11511,2023-11-13,new,29
11517,2024-03-27,new,79
11517,2024-06-25,expansion,50
11521,2023-04-21,new,29
11524,2025-04-15,new,79
11524,2025-07-14,contraction,-50
11525,2023-11-16,new,79
11528,2025-02-22,new,29
11539,2023-09-30,new,29
11542,2023-08-21,new,79
11543,2024-04-24,new,29
11545,2023-10-12,new,199
11545,2024-01-10,expansion,50
11548,2024-07-08,new,29
11548,2025-01-04,churn,-29
11549,2024-05-05,new,79
11550,2024-08-02,new,29
11554,2024-06-19,new,29
11554,2024-12-16,churn,-29
11556,2024-12-09,new,29
11558,2024-10-27,new,29
11558,2025-01-25,expansion,50
11561,2024-09-10,new,199
11562,2023-08-23,new,199
11562,2024-02-19,churn,-199
11563,2025-11-09,new,199
11563,2026-05-08,churn,-199
11564,2024-11-14,new,199
11577,2024-08-03,new,79
11577,2025-01-30,churn,-79
11580,2024-06-13,new,29
11582,2024-04-04,new,29
11585,2023-10-30,new,79
11590,2023-12-02,new,199
11590,2024-05-30,churn,-199
11593,2025-07-10,new,79
11599,2025-09-28,new,79
11622,2025-09-26,new,29
11623,2025-05-15,new,199
11625,2024-04-20,new,29
11625,2024-10-17,churn,-29
11639,2025-05-06,new,29
11639,2025-08-04,expansion,50
11639,2025-11-02,churn,-29
11648,2025-12-18,new,29
11652,2024-01-28,new,79
11654,2024-04-17,new,79
11654,2024-10-14,churn,-79
11657,2024-10-08,new,79
11661,2023-07-29,new,199
11661,2024-01-25,churn,-199
11667,2024-01-02,new,29
11676,2026-02-25,new,29
11677,2023-03-27,new,79
11681,2024-05-12,new,29
11681,2024-08-10,expansion,50
11683,2023-11-28,new,79
11683,2024-02-26,expansion,50
11684,2025-11-25,new,29
11684,2026-02-23,expansion,50
11687,2023-09-03,new,29
11691,2025-02-22,new,79
11694,2023-11-01,new,79
11702,2024-03-01,new,29
11714,2023-05-30,new,79
11714,2023-11-26,churn,-79
11721,2025-03-22,new,79
11721,2025-09-18,churn,-79
11730,2025-05-02,new,29
11735,2025-11-25,new,79
11735,2026-05-24,churn,-79
11736,2025-04-08,new,199
11736,2025-07-07,contraction,-50
11737,2024-10-21,new,199
11737,2025-04-19,churn,-199
11739,2025-11-02,new,29
11739,2026-05-01,churn,-29
11746,2024-04-28,new,29
11746,2024-07-27,expansion,50
11749,2024-07-06,new,79
11762,2025-08-11,new,79
11763,2023-02-12,new,79
11763,2023-05-13,expansion,50
11767,2023-02-06,new,29
11776,2024-10-01,new,79
11779,2023-12-06,new,29
11784,2023-05-10,new,29
11784,2023-08-08,contraction,-50
11785,2024-01-07,new,79
11795,2024-08-06,new,79
11801,2026-01-01,new,29
11809,2024-05-29,new,29
11809,2024-11-25,churn,-29
11811,2025-10-16,new,79
11811,2026-04-14,churn,-79
11816,2026-01-11,new,29
11816,2026-07-10,churn,-29
11820,2024-10-08,new,29
11820,2025-01-06,expansion,50
11829,2024-07-26,new,29
11831,2024-10-18,new,79
11842,2026-02-18,new,29
11842,2026-08-17,churn,-29
11856,2023-03-21,new,29
11861,2025-02-12,new,79
11863,2024-11-06,new,79
11864,2024-01-07,new,29
11871,2024-02-25,new,79
11871,2024-05-25,contraction,-50
11895,2026-03-04,new,29
11897,2023-07-11,new,79
11899,2024-09-12,new,79
11899,2024-12-11,expansion,50
11900,2026-02-04,new,29
11902,2023-12-22,new,29
11913,2023-09-28,new,79
11916,2025-05-22,new,29
11916,2025-08-20,contraction,-50
11917,2023-05-27,new,29
11920,2024-07-07,new,29
11920,2024-10-05,expansion,50
11921,2023-10-24,new,29
11921,2024-01-22,contraction,-50
11921,2024-04-21,churn,-29
11931,2025-06-11,new,29
11937,2025-04-19,new,79
11937,2025-10-16,churn,-79
11939,2025-01-17,new,29
11940,2024-02-10,new,199
11940,2024-08-08,churn,-199
11943,2023-02-11,new,79
11949,2024-03-31,new,79
11958,2023-04-11,new,29
11967,2026-02-10,new,79
11969,2023-11-16,new,79
11976,2026-02-12,new,29
11982,2024-01-23,new,199
11986,2023-01-25,new,29
11997,2023-12-22,new,29
11999,2025-06-16,new,199
12002,2025-09-18,new,29
12012,2025-05-12,new,29
12016,2025-04-10,new,79
12016,2025-07-09,expansion,50
12034,2023-02-21,new,79
12043,2024-04-24,new,29
12049,2024-12-15,new,79
12057,2024-04-09,new,29
12057,2024-07-08,contraction,-50
12058,2023-08-19,new,29
12060,2024-08-23,new,29
12064,2024-03-28,new,199
12065,2024-04-29,new,79
12066,2023-01-21,new,29
12073,2025-09-18,new,29
12074,2024-12-01,new,79
12074,2025-05-30,churn,-79
12083,2024-07-03,new,79
12085,2025-03-03,new,79
12085,2025-08-30,churn,-79
12089,2023-06-22,new,79
12089,2023-09-20,expansion,50
12091,2023-07-30,new,79
12099,2023-02-22,new,29
12105,2024-09-22,new,199
12105,2024-12-21,contraction,-50
12105,2025-03-21,churn,-199
12108,2025-06-18,new,29
12108,2025-09-16,expansion,50
12114,2023-04-03,new,29
12115,2025-12-10,new,29
12115,2026-06-08,churn,-29
12116,2025-04-10,new,29
12117,2025-07-31,new,29
12117,2025-10-29,contraction,-50
12122,2023-10-21,new,199
12124,2024-12-07,new,29
12130,2024-06-17,new,79
12130,2024-12-14,churn,-79
12143,2026-02-06,new,79
12143,2026-05-07,contraction,-50
12149,2025-11-25,new,29
12154,2025-11-04,new,29
12159,2024-01-17,new,79
12159,2024-04-16,contraction,-50
12160,2025-12-10,new,29
12165,2024-09-08,new,29
12167,2023-09-27,new,29
12170,2025-04-30,new,29
12172,2025-12-05,new,29
12175,2023-10-01,new,29
12178,2026-02-19,new,79
12192,2024-11-20,new,29
12192,2025-02-18,contraction,-50
12208,2026-01-08,new,29
12212,2023-01-18,new,29
12216,2023-11-16,new,29
12217,2023-11-25,new,29
12217,2024-02-23,expansion,50
12227,2023-02-15,new,29
12227,2023-05-16,contraction,-50
12232,2023-01-28,new,29
12232,2023-07-27,churn,-29
12233,2025-01-18,new,29
12237,2025-11-01,new,29
12238,2025-12-29,new,29
12242,2024-12-07,new,199
12248,2023-10-06,new,29
12253,2024-12-17,new,29
12253,2025-03-17,expansion,50
12253,2025-06-15,churn,-29
12256,2026-02-16,new,199
12256,2026-05-17,expansion,50
12256,2026-08-15,churn,-199
12259,2024-01-01,new,199
12265,2025-02-15,new,79
12266,2025-01-17,new,29
12266,2025-07-16,churn,-29
12269,2025-08-17,new,29
12270,2023-10-07,new,199
12281,2024-03-16,new,29
12284,2024-05-29,new,29
12284,2024-11-25,churn,-29
12302,2023-10-14,new,29
12302,2024-04-11,churn,-29
12303,2024-03-10,new,29
12311,2025-12-30,new,29
12311,2026-03-30,expansion,50
12311,2026-06-28,churn,-29
12312,2023-10-15,new,199
12313,2024-12-17,new,29
12319,2025-06-18,new,79
12319,2025-12-15,churn,-79
12322,2023-03-30,new,79
12322,2023-09-26,churn,-79
12325,2024-05-19,new,29
12326,2024-08-09,new,29
12326,2025-02-05,churn,-29
12328,2025-06-07,new,29
12332,2025-08-11,new,29
12332,2026-02-07,churn,-29
12339,2025-12-17,new,199
12339,2026-03-17,expansion,50
12339,2026-06-15,churn,-199
12361,2023-09-25,new,79
12370,2026-01-26,new,29
12377,2024-10-01,new,29
12380,2025-09-04,new,29
12380,2025-12-03,contraction,-50
12380,2026-03-03,churn,-29
12381,2025-02-04,new,79
12381,2025-08-03,churn,-79
12383,2023-01-16,new,79
12383,2023-04-16,contraction,-50
12385,2025-06-16,new,199
12397,2023-08-15,new,79
12400,2024-02-26,new,79
12401,2024-03-28,new,29
12405,2024-07-30,new,29
12405,2025-01-26,churn,-29
12412,2023-04-02,new,79
12412,2023-09-29,churn,-79
12420,2024-12-02,new,79
12420,2025-03-02,expansion,50
12421,2023-06-29,new,29
12431,2024-01-14,new,29
12431,2024-07-12,churn,-29
12432,2024-01-19,new,199
12432,2024-04-18,contraction,-50
12436,2023-05-30,new,79
12436,2023-08-28,contraction,-50
12437,2023-03-01,new,29
12441,2025-02-19,new,199
12441,2025-08-18,churn,-199
12450,2025-02-15,new,29
12455,2023-03-24,new,79
12462,2023-11-03,new,29
12462,2024-05-01,churn,-29
12482,2024-05-19,new,199
12484,2023-07-10,new,199
12486,2024-01-09,new,79
12490,2023-11-23,new,29
12490,2024-02-21,expansion,50
12508,2026-02-22,new,79
12517,2023-10-09,new,29
12519,2023-02-24,new,79
12519,2023-08-23,churn,-79
12525,2024-10-15,new,79
12527,2025-11-01,new,29
12527,2026-04-30,churn,-29
12530,2026-01-01,new,79
12553,2024-06-07,new,29
12553,2024-12-04,churn,-29
12559,2024-11-04,new,29
12569,2023-03-28,new,29
12570,2024-09-23,new,29
12575,2024-03-06,new,29
12578,2024-06-21,new,29
12582,2023-09-21,new,79
12582,2024-03-19,churn,-79
12588,2023-04-20,new,199
12591,2023-05-17,new,199
12591,2023-08-15,contraction,-50
12592,2026-03-08,new,199
12592,2026-06-06,contraction,-50
12614,2023-01-28,new,29
12614,2023-04-28,contraction,-50
12615,2024-07-09,new,29
12624,2025-06-07,new,29
12627,2025-02-24,new,29
12633,2024-02-18,new,29
12633,2024-08-16,churn,-29
12640,2023-07-15,new,29
12640,2024-01-11,churn,-29
12641,2024-02-29,new,79
12641,2024-08-27,churn,-79
12647,2023-04-29,new,29
12652,2024-09-09,new,199
12658,2024-01-05,new,29
12661,2024-05-04,new,29
12669,2024-12-06,new,79
12669,2025-06-04,churn,-79
12685,2025-03-31,new,29
12687,2024-11-06,new,29
12696,2025-06-06,new,79
12698,2024-10-30,new,29
12700,2024-10-16,new,29
12704,2023-10-20,new,79
12708,2023-12-28,new,29
12708,2024-03-27,contraction,-50
12708,2024-06-25,churn,-29
12710,2025-09-17,new,79
12711,2025-04-28,new,29
12715,2024-02-05,new,79
12719,2023-12-18,new,79
12719,2024-03-17,expansion,50
12720,2025-06-25,new,29
12720,2025-09-23,expansion,50
12720,2025-12-22,churn,-29
12723,2024-11-11,new,29
12723,2025-02-09,contraction,-50
12727,2025-05-12,new,199
12727,2025-08-10,contraction,-50
12730,2024-05-04,new,79
12730,2024-10-31,churn,-79
12736,2024-05-30,new,199
12736,2024-08-28,expansion,50
12748,2025-05-15,new,199
12757,2025-02-27,new,199
12757,2025-05-28,expansion,50
12759,2024-12-10,new,29
12760,2025-02-24,new,79
12760,2025-08-23,churn,-79
12762,2025-01-24,new,79
12769,2024-01-22,new,79
12769,2024-07-20,churn,-79
12772,2025-10-26,new,29
12782,2025-12-18,new,29
12786,2024-11-30,new,79
12786,2025-02-28,contraction,-50
12787,2025-11-13,new,79
12787,2026-02-11,expansion,50
12801,2025-02-19,new,29
12805,2024-01-11,new,199
12807,2023-07-11,new,199
12807,2023-10-09,expansion,50
12810,2024-10-29,new,79
12811,2025-03-08,new,79
12811,2025-09-04,churn,-79
12818,2025-01-06,new,199
12823,2025-02-15,new,199
12828,2024-10-26,new,29
12834,2023-02-22,new,79
12843,2023-03-29,new,199
12843,2023-09-25,churn,-199
12845,2025-09-24,new,29
12847,2023-04-22,new,199
12851,2024-02-25,new,199
12851,2024-08-23,churn,-199
12853,2024-04-06,new,79
12855,2025-11-24,new,29
12860,2024-08-31,new,79
12860,2025-02-27,churn,-79
12865,2023-05-07,new,79
12866,2025-01-31,new,79
12868,2025-05-09,new,29
12868,2025-11-05,churn,-29
12870,2025-11-11,new,79
12878,2025-03-25,new,29
12878,2025-09-21,churn,-29
12883,2024-01-27,new,29
12883,2024-04-26,expansion,50
12885,2024-07-09,new,79
12885,2024-10-07,expansion,50
12898,2025-12-31,new,199
12898,2026-06-29,churn,-199
12900,2024-09-04,new,199
12907,2025-11-06,new,29
12911,2023-03-14,new,199
12911,2023-09-10,churn,-199
12912,2024-06-16,new,29
12912,2024-12-13,churn,-29
12914,2023-06-15,new,29
12920,2024-04-25,new,79
12936,2026-02-07,new,79
12937,2025-07-07,new,29
12940,2025-04-27,new,79
12943,2023-12-07,new,79
12946,2023-11-06,new,29
12946,2024-02-04,contraction,-50
12946,2024-05-04,churn,-29
12948,2023-03-12,new,79
12950,2023-02-04,new,199
12950,2023-08-03,churn,-199
12955,2023-01-16,new,79
12955,2023-07-15,churn,-79
12958,2025-01-09,new,79
12958,2025-07-08,churn,-79
12965,2025-09-03,new,29
12965,2025-12-02,expansion,50
12965,2026-03-02,churn,-29
12969,2024-10-29,new,29
12969,2025-01-27,expansion,50
12972,2025-07-05,new,29
12979,2025-03-11,new,29
12979,2025-09-07,churn,-29
12982,2023-08-20,new,29
12982,2023-11-18,contraction,-50
12986,2023-09-15,new,79
12994,2023-01-28,new,29
12995,2023-10-31,new,79
12998,2023-02-18,new,29
12998,2023-08-17,churn,-29
13006,2026-01-03,new,79
13007,2024-10-17,new,29
13018,2024-03-01,new,29
13018,2024-08-28,churn,-29
13024,2025-08-10,new,29
13024,2026-02-06,churn,-29
13029,2025-09-11,new,199
13029,2026-03-10,churn,-199
13051,2024-03-18,new,29
13054,2024-06-11,new,199
13065,2023-09-09,new,79
13065,2023-12-08,expansion,50
13066,2024-05-01,new,29
13072,2023-03-31,new,29
13072,2023-09-27,churn,-29
13073,2025-04-09,new,79
13077,2024-08-04,new,199
13085,2026-02-17,new,29
13087,2024-02-11,new,79
13089,2023-07-03,new,29
13089,2023-10-01,contraction,-50
13089,2023-12-30,churn,-29
13101,2024-05-23,new,79
13101,2024-11-19,churn,-79
13103,2024-10-07,new,79
13103,2025-01-05,expansion,50
13105,2025-04-25,new,79
13105,2025-10-22,churn,-79
13113,2025-07-01,new,29
13124,2024-11-23,new,199
13124,2025-05-22,churn,-199
13127,2025-08-08,new,199
13134,2025-08-07,new,79
13137,2024-06-02,new,79
13139,2025-07-12,new,29
13144,2025-08-01,new,79
13146,2023-01-20,new,79
13147,2024-06-19,new,199
13158,2024-05-12,new,199
13163,2023-02-01,new,79
13165,2025-09-21,new,79
13169,2024-11-11,new,29
13170,2024-09-12,new,29
13188,2024-10-03,new,79
13190,2024-06-14,new,79
13195,2023-02-04,new,29
13195,2023-08-03,churn,-29
13198,2025-11-24,new,199
13200,2025-06-28,new,79
13200,2025-12-25,churn,-79
13204,2023-02-22,new,29
13207,2023-02-16,new,79
13207,2023-05-17,contraction,-50
13211,2025-09-26,new,29
13211,2026-03-25,churn,-29
13213,2023-03-01,new,29
13213,2023-08-28,churn,-29
13218,2025-10-12,new,199
13232,2024-06-15,new,29
13236,2025-01-18,new,29
13238,2024-04-14,new,29
13240,2024-07-12,new,79
13241,2025-05-29,new,79
13241,2025-11-25,churn,-79
13244,2024-01-24,new,199
13244,2024-07-22,churn,-199
13246,2024-10-16,new,79
13252,2023-06-15,new,79
13254,2026-01-25,new,79
13254,2026-07-24,churn,-79
13255,2023-03-26,new,29
13256,2024-03-16,new,29
13256,2024-06-14,expansion,50
13260,2023-12-14,new,79
13260,2024-06-11,churn,-79
13262,2023-09-01,new,79
13264,2025-08-26,new,199
13265,2024-04-19,new,79
13265,2024-10-16,churn,-79
13274,2025-10-07,new,199
13277,2025-03-08,new,29
13277,2025-09-04,churn,-29
13287,2023-05-05,new,79
13292,2025-02-22,new,79
13296,2024-07-01,new,79
13299,2025-01-20,new,29
13299,2025-07-19,churn,-29
13305,2024-10-11,new,29
13305,2025-01-09,expansion,50
13314,2026-01-29,new,29
13315,2023-09-03,new,79
13319,2024-09-13,new,79
13333,2025-03-06,new,29
13334,2023-10-21,new,29
13336,2025-04-27,new,79
13342,2024-04-19,new,79
13344,2024-03-03,new,79
13345,2023-05-12,new,79
13348,2025-04-20,new,29
13349,2025-10-21,new,79
13356,2023-10-17,new,79
13357,2023-10-29,new,79
13363,2023-09-16,new,29
13367,2025-09-23,new,79
13367,2025-12-22,contraction,-50
13367,2026-03-22,churn,-79
13372,2023-07-13,new,29
13376,2023-11-22,new,199
13377,2025-01-22,new,79
13389,2023-04-06,new,79
13398,2024-10-16,new,29
13400,2023-07-28,new,29
13406,2023-05-04,new,79
13407,2024-02-18,new,29
13408,2025-08-02,new,79
13409,2025-06-05,new,29
13420,2023-06-20,new,79
13420,2023-12-17,churn,-79
13429,2023-04-28,new,199
13431,2025-01-11,new,199
13434,2025-08-03,new,29
13438,2023-10-15,new,29
13454,2024-11-20,new,79
13454,2025-05-19,churn,-79
13457,2025-05-11,new,29
13458,2024-04-19,new,79
13461,2025-02-20,new,79
13461,2025-08-19,churn,-79
13475,2025-07-02,new,29
13475,2025-12-29,churn,-29
13485,2023-01-29,new,29
13493,2024-12-04,new,29
13498,2023-06-16,new,29
13498,2023-12-13,churn,-29
13501,2024-09-02,new,199
13501,2025-03-01,churn,-199
13504,2025-11-03,new,29
13506,2024-10-08,new,199
13513,2025-12-30,new,79
13519,2023-04-06,new,199
13520,2023-12-31,new,29
13526,2024-12-25,new,199
13526,2025-06-23,churn,-199
13527,2024-09-24,new,29
13530,2025-11-18,new,199
13539,2023-11-22,new,29
13541,2024-11-30,new,29
13544,2025-04-21,new,199
13546,2024-10-28,new,199
13551,2023-08-13,new,29
13552,2025-11-26,new,79
13556,2024-10-27,new,29
13559,2024-02-26,new,199
13561,2024-11-28,new,199
13566,2025-08-20,new,199
13578,2025-10-25,new,29
13589,2025-05-17,new,29
13595,2026-02-17,new,29
13597,2023-04-17,new,29
13598,2024-05-14,new,79
13599,2024-03-11,new,29
13600,2024-12-31,new,29
13600,2025-06-29,churn,-29
13605,2026-02-09,new,29
13619,2024-03-27,new,79
13619,2024-09-23,churn,-79
13623,2025-10-15,new,29
13623,2026-01-13,contraction,-50
13624,2024-10-10,new,29
13639,2023-12-18,new,79
13649,2024-12-02,new,29
13660,2026-02-11,new,199
13664,2025-06-15,new,29
13664,2025-12-12,churn,-29
13669,2024-10-31,new,79
13669,2025-04-29,churn,-79
13675,2024-11-09,new,29
13677,2024-06-15,new,79
13677,2024-12-12,churn,-79
13682,2024-05-05,new,29
13683,2024-03-24,new,79
13693,2024-02-14,new,29
13695,2025-02-24,new,29
13703,2025-07-27,new,29
13708,2024-10-09,new,79
13727,2024-03-13,new,29
13727,2024-06-11,expansion,50
13727,2024-09-09,churn,-29
13730,2025-05-01,new,29
13736,2025-10-28,new,79
13741,2023-07-20,new,79
13749,2025-06-17,new,199
13749,2025-09-15,contraction,-50
13755,2023-12-30,new,29
13760,2024-09-17,new,79
13762,2023-09-07,new,79
13765,2025-11-22,new,29
13769,2025-02-21,new,29
13769,2025-05-22,contraction,-50
13779,2023-05-29,new,79
13779,2023-11-25,churn,-79
13785,2024-08-29,new,79
13786,2025-06-29,new,29
13800,2025-03-27,new,79
13800,2025-09-23,churn,-79
13802,2026-01-30,new,29
13810,2024-04-05,new,79
13810,2024-10-02,churn,-79
13819,2024-05-07,new,29
13822,2024-09-16,new,79
13822,2025-03-15,churn,-79
13823,2023-06-06,new,79
13828,2024-06-21,new,29
13829,2024-12-24,new,79
13835,2024-11-27,new,29
13836,2023-04-11,new,79
13836,2023-10-08,churn,-79
13838,2024-04-19,new,29
13838,2024-10-16,churn,-29
13843,2024-08-06,new,79
13843,2024-11-04,expansion,50
13843,2025-02-02,churn,-79
13856,2025-10-31,new,29
13857,2024-07-01,new,29
13858,2024-01-23,new,79
13859,2025-10-27,new,79
13859,2026-04-25,churn,-79
13864,2025-07-31,new,29
13864,2026-01-27,churn,-29
13871,2024-09-13,new,29
13871,2024-12-12,contraction,-50
13871,2025-03-12,churn,-29
13872,2025-03-03,new,79
13874,2024-06-25,new,29
13874,2024-09-23,contraction,-50
13889,2025-03-31,new,199
13893,2024-06-02,new,199
13897,2024-08-29,new,199
13912,2024-07-31,new,29
13914,2024-09-29,new,29
13921,2023-12-27,new,29
13923,2025-06-05,new,29
13923,2025-09-03,contraction,-50
13923,2025-12-02,churn,-29
13935,2025-11-15,new,29
13943,2026-02-13,new,79
13944,2024-02-23,new,79
13946,2023-03-25,new,29
13960,2025-01-27,new,29
13960,2025-07-26,churn,-29
13964,2023-10-07,new,29
13965,2024-04-16,new,79
13969,2024-07-03,new,199
13969,2024-10-01,expansion,50
13974,2025-01-30,new,29
13981,2023-10-17,new,199
13981,2024-01-15,contraction,-50
13988,2026-01-03,new,79
13988,2026-04-03,contraction,-50
13988,2026-07-02,churn,-79
13993,2023-05-09,new,29
14006,2025-01-25,new,29
14019,2025-09-10,new,79
14027,2024-01-16,new,29
14029,2025-08-07,new,29
14034,2024-07-14,new,29
14039,2023-12-04,new,29
14045,2023-09-15,new,29
14045,2024-03-13,churn,-29
14046,2023-04-13,new,79
14046,2023-07-12,expansion,50
14046,2023-10-10,churn,-79
14054,2025-01-15,new,79
14055,2025-09-26,new,29
14066,2025-07-14,new,29
14067,2024-07-12,new,79
14067,2024-10-10,contraction,-50
14086,2023-12-11,new,29
14088,2023-10-03,new,199
14089,2025-01-01,new,79
14090,2023-10-06,new,29
14090,2024-04-03,churn,-29
14094,2023-06-24,new,29
14094,2023-12-21,churn,-29
14102,2023-09-30,new,29
14106,2025-08-19,new,199
14107,2023-08-17,new,79
14107,2024-02-13,churn,-79
14108,2026-02-04,new,79
14110,2023-09-04,new,199
14118,2023-10-30,new,79
14118,2024-01-28,contraction,-50
14120,2024-03-26,new,79
14120,2024-09-22,churn,-79
14130,2024-03-13,new,29
14135,2025-12-26,new,199
14135,2026-06-24,churn,-199
14136,2024-07-23,new,29
14136,2025-01-19,churn,-29
14138,2023-02-28,new,79
14138,2023-08-27,churn,-79
14142,2025-04-06,new,79
14145,2023-08-21,new,29
14147,2023-12-14,new,29
14147,2024-06-11,churn,-29
14150,2023-08-19,new,79
14152,2025-01-27,new,79
14169,2025-10-02,new,79
14169,2025-12-31,contraction,-50
14172,2023-01-20,new,199
14172,2023-07-19,churn,-199
14178,2025-10-12,new,79
14185,2026-01-08,new,29
14190,2025-01-29,new,29
14190,2025-07-28,churn,-29
14200,2024-12-11,new,79
14209,2023-06-08,new,199
14216,2023-11-11,new,79
14220,2023-11-27,new,29
14220,2024-02-25,contraction,-50
14220,2024-05-25,churn,-29
14233,2025-04-25,new,199
14233,2025-10-22,churn,-199
14239,2025-11-11,new,29
14239,2026-05-10,churn,-29
14244,2023-08-24,new,29
14247,2025-11-04,new,79
14247,2026-02-02,expansion,50
14248,2024-08-03,new,29
14258,2024-01-24,new,79
14266,2023-04-25,new,79
14270,2024-11-01,new,29
14270,2025-01-30,expansion,50
14279,2025-05-27,new,199
14281,2025-06-03,new,79
14282,2023-11-28,new,79
14285,2025-03-01,new,79
14287,2024-10-09,new,29
14288,2024-06-30,new,79
14290,2025-11-11,new,29
14295,2025-04-07,new,79
14295,2025-10-04,churn,-79
14299,2024-12-20,new,79
14300,2025-03-19,new,29
14302,2025-04-21,new,29
14302,2025-07-20,expansion,50
14312,2024-07-15,new,79
14312,2025-01-11,churn,-79
14326,2024-08-06,new,29
14328,2025-12-31,new,29
14328,2026-03-31,expansion,50
14346,2023-09-19,new,29
14346,2024-03-17,churn,-29
14347,2023-07-08,new,199
14347,2023-10-06,contraction,-50
14347,2024-01-04,churn,-199
14354,2026-03-09,new,29
14368,2023-05-11,new,79
14368,2023-11-07,churn,-79
14369,2024-01-12,new,29
14377,2024-09-18,new,29
14377,2025-03-17,churn,-29
14386,2023-06-27,new,29
14386,2023-12-24,churn,-29
14388,2023-07-13,new,29
14389,2026-01-03,new,199
14389,2026-07-02,churn,-199
14391,2024-08-05,new,29
14400,2026-02-05,new,29
14406,2024-03-12,new,29
14409,2025-02-28,new,29
14412,2024-08-01,new,29
14414,2025-03-29,new,199
14418,2024-06-14,new,29
14418,2024-12-11,churn,-29
14427,2025-08-04,new,79
14431,2025-05-16,new,79
14431,2025-08-14,expansion,50
14431,2025-11-12,churn,-79
14438,2023-01-30,new,29
14442,2025-05-09,new,29
14448,2025-02-13,new,79
14449,2024-10-06,new,79
14457,2023-06-12,new,29
14458,2025-10-24,new,29
14461,2025-11-28,new,79
14461,2026-02-26,expansion,50
14463,2023-07-04,new,29
14463,2023-10-02,contraction,-50
14471,2024-11-04,new,29
14471,2025-05-03,churn,-29
14476,2025-09-19,new,29
14476,2026-03-18,churn,-29
14478,2024-05-19,new,29
14479,2023-04-25,new,29
14483,2023-03-19,new,29
14483,2023-09-15,churn,-29
14497,2023-05-10,new,29
14505,2026-01-21,new,29
14505,2026-04-21,expansion,50
14510,2026-01-10,new,29
14510,2026-04-10,contraction,-50
14513,2024-04-17,new,29
14518,2025-08-18,new,29
14518,2026-02-14,churn,-29
14520,2025-03-14,new,199
14529,2025-03-29,new,79
14529,2025-09-25,churn,-79
14535,2023-10-04,new,79
14540,2024-08-12,new,29
14544,2025-01-27,new,199
14545,2024-04-24,new,29
14545,2024-10-21,churn,-29
14549,2026-02-26,new,29
14550,2023-09-15,new,79
14561,2025-07-10,new,79
14561,2025-10-08,contraction,-50
14561,2026-01-06,churn,-79
14566,2025-12-28,new,79
14571,2025-04-28,new,29
14579,2023-05-10,new,79
14582,2023-09-22,new,29
14582,2024-03-20,churn,-29
14583,2025-06-11,new,29
14585,2026-01-01,new,29
14589,2023-04-20,new,79
14589,2023-10-17,churn,-79
14593,2023-11-28,new,29
14595,2023-05-14,new,79
14602,2025-04-07,new,29
14602,2025-07-06,contraction,-50
14607,2025-05-19,new,29
14607,2025-08-17,contraction,-50
14614,2024-09-03,new,29
14615,2024-11-17,new,29
14627,2024-06-15,new,29
14629,2023-07-08,new,199
14635,2024-10-10,new,29
14636,2023-09-16,new,29
14636,2024-03-14,churn,-29
14639,2023-01-31,new,199
14656,2026-03-09,new,79
14656,2026-06-07,contraction,-50
14658,2025-06-11,new,199
14658,2025-12-08,churn,-199
14664,2023-09-06,new,199
14664,2023-12-05,contraction,-50
14664,2024-03-04,churn,-199
14670,2023-05-30,new,29
14679,2024-09-20,new,29
14687,2025-11-24,new,29
14689,2024-03-03,new,79
14690,2023-12-26,new,79
14690,2024-06-23,churn,-79
14691,2024-10-26,new,79
14691,2025-04-24,churn,-79
14721,2024-11-18,new,29
14721,2025-05-17,churn,-29
14730,2025-06-27,new,79
14730,2025-12-24,churn,-79
14740,2025-06-04,new,29
14741,2025-02-12,new,199
14750,2023-07-04,new,29
14755,2025-12-30,new,29
14759,2023-10-12,new,199
14764,2024-08-05,new,79
14771,2025-02-21,new,79
14781,2024-07-10,new,79
14781,2024-10-08,expansion,50
14788,2023-01-16,new,29
14790,2024-01-12,new,79
14790,2024-07-10,churn,-79
14801,2025-01-16,new,79
14804,2023-11-03,new,79
14804,2024-05-01,churn,-79
14807,2023-07-22,new,29
14807,2023-10-20,expansion,50
14809,2026-03-08,new,79
14810,2025-06-23,new,29
14810,2025-12-20,churn,-29
14813,2023-11-03,new,29
14828,2024-06-16,new,29
14829,2023-12-10,new,199
14829,2024-06-07,churn,-199
14830,2024-12-05,new,199
14832,2024-02-10,new,29
14832,2024-05-10,contraction,-50
14844,2025-05-06,new,79
14848,2025-02-05,new,79
14848,2025-08-04,churn,-79
14855,2023-05-06,new,199
14856,2026-02-27,new,29
14861,2025-04-26,new,29
14861,2025-07-25,expansion,50
14861,2025-10-23,churn,-29
14867,2025-10-06,new,79
14867,2026-04-04,churn,-79
14868,2023-09-26,new,29
14868,2023-12-25,contraction,-50
14868,2024-03-24,churn,-29
14872,2023-08-02,new,79
14873,2024-12-02,new,29
14878,2025-04-12,new,79
14891,2024-08-25,new,199
14892,2024-12-09,new,199
14894,2025-12-14,new,199
14894,2026-03-14,contraction,-50
14896,2025-08-21,new,199
14896,2025-11-19,contraction,-50
14900,2023-03-22,new,29
14908,2023-02-10,new,29
14918,2024-05-22,new,29
14921,2025-05-03,new,79
14927,2025-07-08,new,79
14929,2023-10-07,new,29
14929,2024-01-05,expansion,50
14931,2024-04-19,new,79
